Date,mes,semestre,quadrimestre,covid,trump,guerra_ucrania,MSCI BRAZIL
2017-11-21,11,2,4,0,1,0,25.776273727416992
2017-11-22,11,2,4,0,1,0,26.050413131713867
2017-11-24,11,2,4,0,1,0,25.967533111572266
2017-11-27,11,2,4,0,1,0,25.878278732299805
2017-11-28,11,2,4,0,1,0,26.139673233032227
2017-11-29,11,2,4,0,1,0,25.285356521606445
2017-11-30,11,2,4,0,1,0,24.67330741882324
2017-12-01,12,2,4,0,1,0,24.883697509765625
2017-12-04,12,2,4,0,1,0,25.272607803344727
2017-12-05,12,2,4,0,1,0,25.215221405029297
2017-12-06,12,2,4,0,1,0,25.521244049072266
2017-12-07,12,2,4,0,1,0,24.896446228027344
2017-12-08,12,2,4,0,1,0,24.87094116210937
2017-12-11,12,2,4,0,1,0,24.92194366455078
2017-12-12,12,2,4,0,1,0,25.55950164794922
2017-12-13,12,2,4,0,1,0,24.692426681518555
2017-12-14,12,2,4,0,1,0,24.42466163635254
2017-12-15,12,2,4,0,1,0,24.7115535736084
2017-12-18,12,2,4,0,1,0,25.004838943481445
2017-12-19,12,2,4,0,1,0,24.950130462646484
2017-12-20,12,2,4,0,1,0,24.98230361938477
2017-12-21,12,2,4,0,1,0,25.43922233581543
2017-12-22,12,2,4,0,1,0,25.426347732543945
2017-12-26,12,2,4,0,1,0,25.735252380371094
2017-12-27,12,2,4,0,1,0,25.812475204467773
2017-12-28,12,2,4,0,1,0,25.973562240600582
2017-12-29,12,2,4,0,1,0,26.06377220153809
2018-01-02,1,1,1,0,1,0,26.856319427490234
2018-01-03,1,1,1,0,1,0,27.1849308013916
2018-01-04,1,1,1,0,1,0,27.365345001220703
2018-01-05,1,1,1,0,1,0,27.603757858276367
2018-01-08,1,1,1,0,1,0,27.494213104248047
2018-01-09,1,1,1,0,1,0,27.28158569335937
2018-01-10,1,1,1,0,1,0,27.262250900268555
2018-01-11,1,1,1,0,1,0,27.771284103393555
2018-01-12,1,1,1,0,1,0,27.85505104064941
2018-01-16,1,1,1,0,1,0,27.75840377807617
2018-01-17,1,1,1,0,1,0,28.260986328125
2018-01-18,1,1,1,0,1,0,28.325424194335938
2018-01-19,1,1,1,0,1,0,28.65404319763184
2018-01-22,1,1,1,0,1,0,28.757137298583984
2018-01-23,1,1,1,0,1,0,28.132118225097656
2018-01-24,1,1,1,0,1,0,29.865406036376957
2018-01-25,1,1,1,0,1,0,30.18758201599121
2018-01-26,1,1,1,0,1,0,30.49687385559082
2018-01-29,1,1,1,0,1,0,29.89118194580078
2018-01-30,1,1,1,0,1,0,29.839637756347656
2018-01-31,1,1,1,0,1,0,30.02005386352539
2018-02-01,2,1,1,0,1,0,30.10381126403809
2018-02-02,2,1,1,0,1,0,29.03420639038086
2018-02-05,2,1,1,0,1,0,28.003253936767575
2018-02-06,2,1,1,0,1,0,29.07286262512207
2018-02-07,2,1,1,0,1,0,28.177228927612305
2018-02-08,2,1,1,0,1,0,27.249366760253903
2018-02-09,2,1,1,0,1,0,27.8099422454834
2018-02-12,2,1,1,0,1,0,28.20943832397461
2018-02-13,2,1,1,0,1,0,28.35763359069824
2018-02-14,2,1,1,0,1,0,29.117965698242188
2018-02-15,2,1,1,0,1,0,29.32415580749512
2018-02-16,2,1,1,0,1,0,29.34348487854004
2018-02-20,2,1,1,0,1,0,29.556123733520508
2018-02-21,2,1,1,0,1,0,29.543235778808597
2018-02-22,2,1,1,0,1,0,29.80742073059082
2018-02-23,2,1,1,0,1,0,30.1167049407959
2018-02-26,2,1,1,0,1,0,30.367998123168945
2018-02-27,2,1,1,0,1,0,29.82674598693848
2018-02-28,2,1,1,0,1,0,29.30482482910156
2018-03-01,3,1,1,0,1,0,29.29838180541992
2018-03-02,3,1,1,0,1,0,29.38214874267578
2018-03-05,3,1,1,0,1,0,29.588340759277344
2018-03-06,3,1,1,0,1,0,29.79452896118164
2018-03-07,3,1,1,0,1,0,29.39504051208496
2018-03-08,3,1,1,0,1,0,29.027761459350582
2018-03-09,3,1,1,0,1,0,29.633445739746094
2018-03-12,3,1,1,0,1,0,29.781644821166992
2018-03-13,3,1,1,0,1,0,29.4916934967041
2018-03-14,3,1,1,0,1,0,29.44658660888672
2018-03-15,3,1,1,0,1,0,28.776466369628903
2018-03-16,3,1,1,0,1,0,28.744245529174805
2018-03-19,3,1,1,0,1,0,28.480064392089844
2018-03-20,3,1,1,0,1,0,28.29964828491211
2018-03-21,3,1,1,0,1,0,28.982650756835938
2018-03-22,3,1,1,0,1,0,28.29320526123047
2018-03-23,3,1,1,0,1,0,28.260986328125
2018-03-26,3,1,1,0,1,0,28.692699432373047
2018-03-27,3,1,1,0,1,0,27.932371139526367
2018-03-28,3,1,1,0,1,0,28.054800033569336
2018-03-29,3,1,1,0,1,0,28.918222427368164
2018-04-02,4,1,2,0,1,0,28.46073341369629
2018-04-03,4,1,2,0,1,0,28.2287712097168
2018-04-04,4,1,2,0,1,0,28.21588706970215
2018-04-05,4,1,2,0,1,0,28.40274810791016
2018-04-06,4,1,2,0,1,0,27.97747611999512
2018-04-09,4,1,2,0,1,0,27.04961585998535
2018-04-10,4,1,2,0,1,0,27.59087181091309
2018-04-11,4,1,2,0,1,0,27.97103309631348
2018-04-12,4,1,2,0,1,0,27.874380111694336
2018-04-13,4,1,2,0,1,0,27.339574813842773
2018-04-16,4,1,2,0,1,0,26.985183715820312
2018-04-17,4,1,2,0,1,0,27.45555877685547
2018-04-18,4,1,2,0,1,0,28.248104095458984
2018-04-19,4,1,2,0,1,0,28.093454360961918
2018-04-20,4,1,2,0,1,0,27.8099422454834
2018-04-23,4,1,2,0,1,0,27.44911766052246
2018-04-24,4,1,2,0,1,0,27.313800811767575
2018-04-25,4,1,2,0,1,0,27.088275909423828
2018-04-26,4,1,2,0,1,0,27.62308883666992
2018-04-27,4,1,2,0,1,0,27.745512008666992
2018-04-30,4,1,2,0,1,0,27.25580596923828
2018-05-01,5,1,2,0,1,0,26.914304733276367
2018-05-02,5,1,2,0,1,0,26.469709396362305
2018-05-03,5,1,2,0,1,0,26.244186401367188
2018-05-04,5,1,2,0,1,0,26.257080078125
2018-05-07,5,1,2,0,1,0,25.83824348449707
2018-05-08,5,1,2,0,1,0,25.84469413757324
2018-05-09,5,1,2,0,1,0,26.083097457885746
2018-05-10,5,1,2,0,1,0,26.9722957611084
2018-05-11,5,1,2,0,1,0,26.37949752807617
2018-05-14,5,1,2,0,1,0,26.19264411926269
2018-05-15,5,1,2,0,1,0,25.864023208618164
2018-05-16,5,1,2,0,1,0,26.14753532409668
2018-05-17,5,1,2,0,1,0,25.18101501464844
2018-05-18,5,1,2,0,1,0,24.678428649902344
2018-05-21,5,1,2,0,1,0,24.736417770385746
2018-05-22,5,1,2,0,1,0,25.36787986755371
2018-05-23,5,1,2,0,1,0,24.897506713867188
2018-05-24,5,1,2,0,1,0,24.57533264160156
2018-05-25,5,1,2,0,1,0,24.001863479614254
2018-05-29,5,1,2,0,1,0,22.764724731445312
2018-05-30,5,1,2,0,1,0,22.9902400970459
2018-05-31,5,1,2,0,1,0,22.951583862304688
2018-06-01,6,1,2,0,1,0,23.07400894165039
2018-06-04,6,1,2,0,1,0,23.467060089111328
2018-06-05,6,1,2,0,1,0,22.53275680541992
2018-06-06,6,1,2,0,1,0,22.217029571533203
2018-06-07,6,1,2,0,1,0,21.076539993286133
2018-06-08,6,1,2,0,1,0,21.99795150756836
2018-06-11,6,1,2,0,1,0,21.77887344360352
2018-06-12,6,1,2,0,1,0,22.010835647583008
2018-06-13,6,1,2,0,1,0,21.77887344360352
2018-06-14,6,1,2,0,1,0,21.057209014892575
2018-06-15,6,1,2,0,1,0,21.28917121887207
2018-06-18,6,1,2,0,1,0,20.986328125
2018-06-19,6,1,2,0,1,0,21.432403564453125
2018-06-20,6,1,2,0,1,0,21.314498901367188
2018-06-21,6,1,2,0,1,0,20.882179260253903
2018-06-22,6,1,2,0,1,0,20.986988067626957
2018-06-25,6,1,2,0,1,0,21.17038917541504
2018-06-26,6,1,2,0,1,0,21.059038162231445
2018-06-27,6,1,2,0,1,0,20.305761337280277
2018-06-28,6,1,2,0,1,0,20.888731002807617
2018-06-29,6,1,2,0,1,0,20.99353408813477
2018-07-02,7,2,3,0,1,0,20.87563133239746
2018-07-03,7,2,3,0,1,0,21.321044921875
2018-07-05,7,2,3,0,1,0,21.15074157714844
2018-07-06,7,2,3,0,1,0,21.73371124267578
2018-07-09,7,2,3,0,1,0,21.96952438354492
2018-07-10,7,2,3,0,1,0,22.067773818969727
2018-07-11,7,2,3,0,1,0,21.44550132751465
2018-07-12,7,2,3,0,1,0,21.877819061279297
2018-07-13,7,2,3,0,1,0,22.30358123779297
2018-07-16,7,2,3,0,1,0,22.19877815246582
2018-07-17,7,2,3,0,1,0,22.80794906616211
2018-07-18,7,2,3,0,1,0,22.52628898620605
2018-07-19,7,2,3,0,1,0,22.59834671020508
2018-07-20,7,2,3,0,1,0,23.35162353515625
2018-07-23,7,2,3,0,1,0,23.142019271850582
2018-07-24,7,2,3,0,1,0,23.73809051513672
2018-07-25,7,2,3,0,1,0,24.33415985107422
2018-07-26,7,2,3,0,1,0,23.65293312072754
2018-07-27,7,2,3,0,1,0,24.059051513671875
2018-07-30,7,2,3,0,1,0,24.07869529724121
2018-07-31,7,2,3,0,1,0,23.646381378173828
2018-08-01,8,2,3,0,1,0,23.574331283569336
2018-08-02,8,2,3,0,1,0,23.731534957885746
2018-08-03,8,2,3,0,1,0,24.596168518066406
2018-08-06,8,2,3,0,1,0,24.25555229187012
2018-08-07,8,2,3,0,1,0,23.81669235229492
2018-08-08,8,2,3,0,1,0,23.515378952026367
2018-08-09,8,2,3,0,1,0,23.1878719329834
2018-08-10,8,2,3,0,1,0,22.166025161743164
2018-08-13,8,2,3,0,1,0,22.283933639526367
2018-08-14,8,2,3,0,1,0,22.72935104370117
2018-08-15,8,2,3,0,1,0,22.13982582092285
2018-08-16,8,2,3,0,1,0,22.028472900390625
2018-08-17,8,2,3,0,1,0,21.799211502075195
2018-08-20,8,2,3,0,1,0,21.6682071685791
2018-08-21,8,2,3,0,1,0,20.947683334350582
2018-08-22,8,2,3,0,1,0,21.360353469848636
2018-08-23,8,2,3,0,1,0,20.65292358398437
2018-08-24,8,2,3,0,1,0,20.941131591796875
2018-08-27,8,2,3,0,1,0,21.49135398864746
2018-08-28,8,2,3,0,1,0,21.08523750305176
2018-08-29,8,2,3,0,1,0,21.484804153442383
2018-08-30,8,2,3,0,1,0,20.718425750732425
2018-08-31,8,2,3,0,1,0,21.255544662475582
2018-09-04,9,2,3,0,1,0,20.27955818176269
2018-09-05,9,2,3,0,1,0,20.423662185668945
2018-09-06,9,2,3,0,1,0,20.986988067626957
2018-09-07,9,2,3,0,1,0,21.29484748840332
2018-09-10,9,2,3,0,1,0,21.05248641967773
2018-09-11,9,2,3,0,1,0,20.305761337280277
2018-09-12,9,2,3,0,1,0,20.46951484680176
2018-09-13,9,2,3,0,1,0,20.12234878540039
2018-09-14,9,2,3,0,1,0,20.44986343383789
2018-09-17,9,2,3,0,1,0,21.045936584472656
2018-09-18,9,2,3,0,1,0,21.307945251464844
2018-09-19,9,2,3,0,1,0,21.307945251464844
2018-09-20,9,2,3,0,1,0,21.596160888671875
2018-09-21,9,2,3,0,1,0,22.11362838745117
2018-09-24,9,2,3,0,1,0,21.478252410888672
2018-09-25,9,2,3,0,1,0,21.700963973999023
2018-09-26,9,2,3,0,1,0,22.04157829284668
2018-09-27,9,2,3,0,1,0,22.50008583068848
2018-09-28,9,2,3,0,1,0,22.093975067138672
2018-10-01,10,2,4,0,1,0,22.08087539672852
2018-10-02,10,2,4,0,1,0,23.325424194335938
2018-10-03,10,2,4,0,1,0,24.1704044342041
2018-10-04,10,2,4,0,1,0,23.914941787719727
2018-10-05,10,2,4,0,1,0,24.0131950378418
2018-10-08,10,2,4,0,1,0,25.631107330322266
2018-10-09,10,2,4,0,1,0,25.92587280273437
2018-10-10,10,2,4,0,1,0,24.96953392028809
2018-10-11,10,2,4,0,1,0,24.56996726989746
2018-10-12,10,2,4,0,1,0,25.290498733520508
2018-10-15,10,2,4,0,1,0,25.028484344482425
2018-10-16,10,2,4,0,1,0,25.84071922302246
2018-10-17,10,2,4,0,1,0,26.12892723083496
2018-10-18,10,2,4,0,1,0,25.27739524841309
2018-10-19,10,2,4,0,1,0,25.51320457458496
2018-10-22,10,2,4,0,1,0,26.056873321533203
2018-10-23,10,2,4,0,1,0,25.912769317626957
2018-10-24,10,2,4,0,1,0,24.851625442504883
2018-10-25,10,2,4,0,1,0,25.54595375061035
2018-10-26,10,2,4,0,1,0,26.2271785736084
2018-10-29,10,2,4,0,1,0,25.3035945892334
2018-10-30,10,2,4,0,1,0,26.456439971923828
2018-10-31,10,2,4,0,1,0,26.29923439025879
2018-11-01,11,2,4,0,1,0,26.888755798339844
2018-11-02,11,2,4,0,1,0,27.255565643310547
2018-11-05,11,2,4,0,1,0,27.013214111328125
2018-11-06,11,2,4,0,1,0,26.574342727661133
2018-11-07,11,2,4,0,1,0,26.443340301513672
2018-11-08,11,2,4,0,1,0,25.68350982666016
2018-11-09,11,2,4,0,1,0,25.84726333618164
2018-11-12,11,2,4,0,1,0,25.51320457458496
2018-11-13,11,2,4,0,1,0,25.10053825378418
2018-11-14,11,2,4,0,1,0,25.493549346923828
2018-11-15,11,2,4,0,1,0,26.11582565307617
2018-11-16,11,2,4,0,1,0,26.51538848876953
2018-11-19,11,2,4,0,1,0,26.14202880859375
2018-11-20,11,2,4,0,1,0,25.25775146484375
2018-11-21,11,2,4,0,1,0,25.80796813964844
2018-11-23,11,2,4,0,1,0,25.349449157714844
2018-11-26,11,2,4,0,1,0,24.511016845703125
2018-11-27,11,2,4,0,1,0,25.565608978271484
2018-11-28,11,2,4,0,1,0,26.076526641845703
2018-11-29,11,2,4,0,1,0,26.08307647705078
2018-11-30,11,2,4,0,1,0,26.06997299194336
2018-12-03,12,2,4,0,1,0,26.19442749023437
2018-12-04,12,2,4,0,1,0,25.729360580444336
2018-12-06,12,2,4,0,1,0,25.83416748046875
2018-12-07,12,2,4,0,1,0,25.3232536315918
2018-12-10,12,2,4,0,1,0,24.648571014404297
2018-12-11,12,2,4,0,1,0,24.923681259155277
2018-12-12,12,2,4,0,1,0,25.34289932250977
2018-12-13,12,2,4,0,1,0,25.43460273742676
2018-12-14,12,2,4,0,1,0,25.10708236694336
2018-12-17,12,2,4,0,1,0,24.7861270904541
2018-12-18,12,2,4,0,1,0,25.04818153381348
2018-12-19,12,2,4,0,1,0,24.536041259765625
2018-12-20,12,2,4,0,1,0,24.981674194335938
2018-12-21,12,2,4,0,1,0,24.702320098876957
2018-12-24,12,2,4,0,1,0,24.363117218017575
2018-12-26,12,2,4,0,1,0,24.808744430541992
2018-12-27,12,2,4,0,1,0,25.10804748535156
2018-12-28,12,2,4,0,1,0,25.32752799987793
2018-12-31,12,2,4,0,1,0,25.407344818115234
2019-01-02,1,1,1,0,1,0,27.030216217041016
2019-01-03,1,1,1,0,1,0,27.203147888183597
2019-01-04,1,1,1,0,1,0,27.81505584716797
2019-01-07,1,1,1,0,1,0,27.53571319580078
2019-01-08,1,1,1,0,1,0,27.86826515197754
2019-01-09,1,1,1,0,1,0,28.573280334472656
2019-01-10,1,1,1,0,1,0,28.53337860107422
2019-01-11,1,1,1,0,1,0,28.45356559753418
2019-01-14,1,1,1,0,1,0,28.586589813232425
2019-01-15,1,1,1,0,1,0,28.42696189880371
2019-01-16,1,1,1,0,1,0,28.38039779663086
2019-01-17,1,1,1,0,1,0,28.61319351196289
2019-01-18,1,1,1,0,1,0,28.732913970947266
2019-01-22,1,1,1,0,1,0,28.034542083740234
2019-01-23,1,1,1,0,1,0,28.79277229309082
2019-01-24,1,1,1,0,1,0,29.032211303710938
2019-01-25,1,1,1,0,1,0,29.145288467407227
2019-01-28,1,1,1,0,1,0,28.513427734375
2019-01-29,1,1,1,0,1,0,28.892539978027344
2019-01-30,1,1,1,0,1,0,29.664077758789062
2019-01-31,1,1,1,0,1,0,30.17620277404785
2019-02-01,2,1,1,0,1,0,30.1961669921875
2019-02-04,2,1,1,0,1,0,30.23607063293457
2019-02-05,2,1,1,0,1,0,30.06978988647461
2019-02-06,2,1,1,0,1,0,28.819372177124023
2019-02-07,2,1,1,0,1,0,28.63314437866211
2019-02-08,2,1,1,0,1,0,28.646448135375977
2019-02-11,2,1,1,0,1,0,28.26068687438965
2019-02-12,2,1,1,0,1,0,29.065467834472656
2019-02-13,2,1,1,0,1,0,28.646448135375977
2019-02-14,2,1,1,0,1,0,29.4312801361084
2019-02-15,2,1,1,0,1,0,29.564302444458008
2019-02-19,2,1,1,0,1,0,29.364768981933597
2019-02-20,2,1,1,0,1,0,29.10537338256836
2019-02-21,2,1,1,0,1,0,28.965696334838867
2019-02-22,2,1,1,0,1,0,29.364768981933597
2019-02-25,2,1,1,0,1,0,29.211790084838867
2019-02-26,2,1,1,0,1,0,29.331514358520508
2019-02-27,2,1,1,0,1,0,29.37142372131348
2019-02-28,2,1,1,0,1,0,28.59988594055176
2019-03-01,3,1,1,0,1,0,28.167564392089844
2019-03-04,3,1,1,0,1,0,28.18086814880371
2019-03-05,3,1,1,0,1,0,28.393701553344727
2019-03-06,3,1,1,0,1,0,27.60221672058105
2019-03-07,3,1,1,0,1,0,27.389381408691406
2019-03-08,3,1,1,0,1,0,27.71528625488281
2019-03-11,3,1,1,0,1,0,28.646448135375977
2019-03-12,3,1,1,0,1,0,28.786115646362305
2019-03-13,3,1,1,0,1,0,29.098722457885746
2019-03-14,3,1,1,0,1,0,28.73956298828125
2019-03-15,3,1,1,0,1,0,29.058818817138672
2019-03-18,3,1,1,0,1,0,29.53105354309082
2019-03-19,3,1,1,0,1,0,29.497787475585938
2019-03-20,3,1,1,0,1,0,29.27164649963379
2019-03-21,3,1,1,0,1,0,28.59988594055176
2019-03-22,3,1,1,0,1,0,26.89054679870605
2019-03-25,3,1,1,0,1,0,27.229751586914062
2019-03-26,3,1,1,0,1,0,27.68203353881836
2019-03-27,3,1,1,0,1,0,26.12566566467285
2019-03-28,3,1,1,0,1,0,27.05682182312012
2019-03-29,3,1,1,0,1,0,27.26301002502441
2019-04-01,4,1,2,0,1,0,27.80175399780273
2019-04-02,4,1,2,0,1,0,27.78179359436035
2019-04-03,4,1,2,0,1,0,27.389381408691406
2019-04-04,4,1,2,0,1,0,28.00128555297852
2019-04-05,4,1,2,0,1,0,28.127660751342773
2019-04-08,4,1,2,0,1,0,28.367101669311523
2019-04-09,4,1,2,0,1,0,27.987985610961918
2019-04-10,4,1,2,0,1,0,28.101055145263672
2019-04-11,4,1,2,0,1,0,27.5822696685791
2019-04-12,4,1,2,0,1,0,26.8173828125
2019-04-15,4,1,2,0,1,0,27.01692008972168
2019-04-16,4,1,2,0,1,0,27.12998962402344
2019-04-17,4,1,2,0,1,0,26.63779830932617
2019-04-18,4,1,2,0,1,0,26.910499572753903
2019-04-22,4,1,2,0,1,0,26.930458068847656
2019-04-23,4,1,2,0,1,0,27.362775802612305
2019-04-24,4,1,2,0,1,0,26.66440773010254
2019-04-25,4,1,2,0,1,0,27.3228702545166
2019-04-26,4,1,2,0,1,0,27.43593978881836
2019-04-29,4,1,2,0,1,0,27.42263984680176
2019-04-30,4,1,2,0,1,0,27.529052734375
2019-05-01,5,1,2,0,1,0,27.07012939453125
2019-05-02,5,1,2,0,1,0,27.036874771118164
2019-05-03,5,1,2,0,1,0,27.396034240722656
2019-05-06,5,1,2,0,1,0,26.910499572753903
2019-05-07,5,1,2,0,1,0,26.684362411499023
2019-05-08,5,1,2,0,1,0,27.20980262756348
2019-05-09,5,1,2,0,1,0,26.79742813110352
2019-05-10,5,1,2,0,1,0,26.770828247070312
2019-05-13,5,1,2,0,1,0,25.83301544189453
2019-05-14,5,1,2,0,1,0,25.91947555541992
2019-05-15,5,1,2,0,1,0,25.566970825195312
2019-05-16,5,1,2,0,1,0,25.04153251647949
2019-05-17,5,1,2,0,1,0,24.60255622863769
2019-05-20,5,1,2,0,1,0,25.088090896606445
2019-05-21,5,1,2,0,1,0,26.112363815307617
2019-05-22,5,1,2,0,1,0,26.17887306213379
2019-05-23,5,1,2,0,1,0,25.999298095703125
2019-05-24,5,1,2,0,1,0,26.08576202392578
2019-05-28,5,1,2,0,1,0,26.790781021118164
2019-05-29,5,1,2,0,1,0,27.21644592285156
2019-05-30,5,1,2,0,1,0,27.50910377502441
2019-05-31,5,1,2,0,1,0,27.70199203491211
2019-06-03,6,1,2,0,1,0,27.90816879272461
2019-06-04,6,1,2,0,1,0,28.307241439819336
2019-06-05,6,1,2,0,1,0,27.642127990722656
2019-06-06,6,1,2,0,1,0,28.081104278564453
2019-06-07,6,1,2,0,1,0,28.33384704589844
2019-06-10,6,1,2,0,1,0,28.11435890197754
2019-06-11,6,1,2,0,1,0,28.832677841186523
2019-06-12,6,1,2,0,1,0,28.45356559753418
2019-06-13,6,1,2,0,1,0,28.73956298828125
2019-06-14,6,1,2,0,1,0,28.094406127929688
2019-06-17,6,1,2,0,1,0,28.095083236694336
2019-06-18,6,1,2,0,1,0,28.83601188659668
2019-06-19,6,1,2,0,1,0,29.16606712341309
2019-06-20,6,1,2,0,1,0,29.758819580078125
2019-06-21,6,1,2,0,1,0,29.886798858642575
2019-06-24,6,1,2,0,1,0,29.89353370666504
2019-06-25,6,1,2,0,1,0,29.098712921142575
2019-06-26,6,1,2,0,1,0,29.33446502685547
2019-06-27,6,1,2,0,1,0,29.42876434326172
2019-06-28,6,1,2,0,1,0,29.448976516723636
2019-07-01,7,2,3,0,1,0,29.55674743652344
2019-07-02,7,2,3,0,1,0,29.28731346130371
2019-07-03,7,2,3,0,1,0,29.55674743652344
2019-07-05,7,2,3,0,1,0,30.472820281982425
2019-07-08,7,2,3,0,1,0,30.695098876953125
2019-07-09,7,2,3,0,1,0,30.99821662902832
2019-07-10,7,2,3,0,1,0,31.476457595825195
2019-07-11,7,2,3,0,1,0,31.368677139282227
2019-07-12,7,2,3,0,1,0,31.20702362060547
2019-07-15,7,2,3,0,1,0,30.910646438598636
2019-07-16,7,2,3,0,1,0,30.7961368560791
2019-07-17,7,2,3,0,1,0,30.96452522277832
2019-07-18,7,2,3,0,1,0,31.43603134155273
2019-07-19,7,2,3,0,1,0,30.99821662902832
2019-07-22,7,2,3,0,1,0,31.112716674804688
2019-07-23,7,2,3,0,1,0,30.782663345336918
2019-07-24,7,2,3,0,1,0,30.944324493408203
2019-07-25,7,2,3,0,1,0,30.371782302856445
2019-07-26,7,2,3,0,1,0,30.607534408569336
2019-07-29,7,2,3,0,1,0,30.64121627807617
2019-07-30,7,2,3,0,1,0,30.42567253112793
2019-07-31,7,2,3,0,1,0,29.974363327026367
2019-08-01,8,2,3,0,1,0,29.725143432617188
2019-08-02,8,2,3,0,1,0,29.583688735961918
2019-08-05,8,2,3,0,1,0,28.384714126586918
2019-08-06,8,2,3,0,1,0,28.91684913635254
2019-08-07,8,2,3,0,1,0,29.091981887817383
2019-08-08,8,2,3,0,1,0,29.81945037841797
2019-08-09,8,2,3,0,1,0,29.630844116210938
2019-08-12,8,2,3,0,1,0,28.68782997131348
2019-08-13,8,2,3,0,1,0,29.2603702545166
2019-08-14,8,2,3,0,1,0,27.85258674621582
2019-08-15,8,2,3,0,1,0,27.859325408935547
2019-08-16,8,2,3,0,1,0,28.054662704467773
2019-08-19,8,2,3,0,1,0,27.448436737060547
2019-08-20,8,2,3,0,1,0,27.54274177551269
2019-08-21,8,2,3,0,1,0,28.27020835876465
2019-08-22,8,2,3,0,1,0,27.556211471557617
2019-08-23,8,2,3,0,1,0,26.613201141357425
2019-08-26,8,2,3,0,1,0,26.19557762145996
2019-08-27,8,2,3,0,1,0,26.28988075256348
2019-08-28,8,2,3,0,1,0,26.579519271850582
2019-08-29,8,2,3,0,1,0,27.13859748840332
2019-08-30,8,2,3,0,1,0,27.6101016998291
2019-09-03,9,2,3,0,1,0,26.89609909057617
2019-09-04,9,2,3,0,1,0,27.74481010437012
2019-09-05,9,2,3,0,1,0,28.027719497680664
2019-09-06,9,2,3,0,1,0,28.377979278564453
2019-09-09,9,2,3,0,1,0,28.377979278564453
2019-09-10,9,2,3,0,1,0,28.29714584350586
2019-09-11,9,2,3,0,1,0,28.70130157470703
2019-09-12,9,2,3,0,1,0,28.95726585388184
2019-09-13,9,2,3,0,1,0,28.47901725769043
2019-09-16,9,2,3,0,1,0,28.526168823242188
2019-09-17,9,2,3,0,1,0,28.86969375610352
2019-09-18,9,2,3,0,1,0,28.70130157470703
2019-09-19,9,2,3,0,1,0,28.236522674560547
2019-09-20,9,2,3,0,1,0,28.425132751464844
2019-09-23,9,2,3,0,1,0,28.18264579772949
2019-09-24,9,2,3,0,1,0,28.06813240051269
2019-09-25,9,2,3,0,1,0,28.263477325439453
2019-09-26,9,2,3,0,1,0,28.46554374694824
2019-09-27,9,2,3,0,1,0,28.445337295532227
2019-09-30,9,2,3,0,1,0,28.377979278564453
2019-10-01,10,2,4,0,1,0,28.074871063232425
2019-10-02,10,2,4,0,1,0,27.468645095825195
2019-10-03,10,2,4,0,1,0,27.75154685974121
2019-10-04,10,2,4,0,1,0,28.3645133972168
2019-10-07,10,2,4,0,1,0,27.529260635375977
2019-10-08,10,2,4,0,1,0,27.33393096923828
2019-10-09,10,2,4,0,1,0,27.704402923583984
2019-10-10,10,2,4,0,1,0,27.73134422302246
2019-10-11,10,2,4,0,1,0,28.445337295532227
2019-10-14,10,2,4,0,1,0,28.377979278564453
2019-10-15,10,2,4,0,1,0,28.155702590942383
2019-10-16,10,2,4,0,1,0,28.532909393310547
