Date,mes,semestre,quadrimestre,covid,trump,guerra_ucrania,MSCI CHINA
2017-11-20,11,2,4,0,1,0,58.81607055664063
2017-11-21,11,2,4,0,1,0,60.16627883911133
2017-11-22,11,2,4,0,1,0,60.06306838989258
2017-11-24,11,2,4,0,1,0,59.72766876220703
2017-11-27,11,2,4,0,1,0,58.60106658935547
2017-11-28,11,2,4,0,1,0,59.05686569213867
2017-11-29,11,2,4,0,1,0,57.58625411987305
2017-11-30,11,2,4,0,1,0,56.96704864501953
2017-12-01,12,2,4,0,1,0,56.16722106933594
2017-12-04,12,2,4,0,1,0,55.93502807617188
2017-12-05,12,2,4,0,1,0,55.68562698364258
2017-12-06,12,2,4,0,1,0,54.954620361328125
2017-12-07,12,2,4,0,1,0,55.29001998901367
2017-12-08,12,2,4,0,1,0,56.339237213134766
2017-12-11,12,2,4,0,1,0,57.01003646850586
2017-12-12,12,2,4,0,1,0,56.21883392333984
2017-12-13,12,2,4,0,1,0,57.26803970336914
2017-12-14,12,2,4,0,1,0,56.52843475341797
2017-12-15,12,2,4,0,1,0,56.425235748291016
2017-12-18,12,2,4,0,1,0,56.97564315795898
2017-12-19,12,2,4,0,1,0,56.72824096679688
2017-12-20,12,2,4,0,1,0,56.702110290527344
2017-12-21,12,2,4,0,1,0,57.74747085571289
2017-12-22,12,2,4,0,1,0,58.17432403564453
2017-12-26,12,2,4,0,1,0,57.87813949584961
2017-12-27,12,2,4,0,1,0,57.64292144775391
2017-12-28,12,2,4,0,1,0,57.84328842163086
2017-12-29,12,2,4,0,1,0,57.96525955200195
2018-01-02,1,1,1,0,1,0,60.22148895263672
2018-01-03,1,1,1,0,1,0,60.70061111450195
2018-01-04,1,1,1,0,1,0,61.07520294189453
2018-01-05,1,1,1,0,1,0,61.51076126098633
2018-01-08,1,1,1,0,1,0,61.8156623840332
2018-01-09,1,1,1,0,1,0,61.85050964355469
2018-01-10,1,1,1,0,1,0,61.60660552978516
2018-01-11,1,1,1,0,1,0,61.76338195800781
2018-01-12,1,1,1,0,1,0,62.71294403076172
2018-01-16,1,1,1,0,1,0,62.155399322509766
2018-01-17,1,1,1,0,1,0,63.087520599365234
2018-01-18,1,1,1,0,1,0,63.20077133178711
2018-01-19,1,1,1,0,1,0,63.94123077392578
2018-01-22,1,1,1,0,1,0,64.38551330566406
2018-01-23,1,1,1,0,1,0,65.33505249023438
2018-01-24,1,1,1,0,1,0,65.50927734375
2018-01-25,1,1,1,0,1,0,65.06499481201172
2018-01-26,1,1,1,0,1,0,66.83340454101562
2018-01-29,1,1,1,0,1,0,65.54410552978516
2018-01-30,1,1,1,0,1,0,64.32452392578125
2018-01-31,1,1,1,0,1,0,65.1695327758789
2018-02-01,2,1,1,0,1,0,63.68859100341797
2018-02-02,2,1,1,0,1,0,62.46900939941406
2018-02-05,2,1,1,0,1,0,60.61349487304688
2018-02-06,2,1,1,0,1,0,61.86794662475586
2018-02-07,2,1,1,0,1,0,59.48973083496094
2018-02-08,2,1,1,0,1,0,56.96345138549805
2018-02-09,2,1,1,0,1,0,57.34674835205078
2018-02-12,2,1,1,0,1,0,58.35726165771485
2018-02-13,2,1,1,0,1,0,58.96705627441406
2018-02-14,2,1,1,0,1,0,60.82257461547852
2018-02-15,2,1,1,0,1,0,62.34706115722656
2018-02-16,2,1,1,0,1,0,62.0595817565918
2018-02-20,2,1,1,0,1,0,61.52817916870117
2018-02-21,2,1,1,0,1,0,62.09442138671875
2018-02-22,2,1,1,0,1,0,61.98988723754883
2018-02-23,2,1,1,0,1,0,63.017822265625
2018-02-26,2,1,1,0,1,0,63.59277725219727
2018-02-27,2,1,1,0,1,0,61.16230773925781
2018-02-28,2,1,1,0,1,0,60.282470703125
2018-03-01,3,1,1,0,1,0,60.090816497802734
2018-03-02,3,1,1,0,1,0,60.090816497802734
2018-03-05,3,1,1,0,1,0,60.169227600097656
2018-03-06,3,1,1,0,1,0,60.77901840209961
2018-03-07,3,1,1,0,1,0,60.961952209472656
2018-03-08,3,1,1,0,1,0,61.205867767333984
2018-03-09,3,1,1,0,1,0,62.80874633789063
2018-03-12,3,1,1,0,1,0,63.06139373779297
2018-03-13,3,1,1,0,1,0,62.0073127746582
2018-03-14,3,1,1,0,1,0,62.4864501953125
2018-03-15,3,1,1,0,1,0,63.19205856323242
2018-03-16,3,1,1,0,1,0,63.2791748046875
2018-03-19,3,1,1,0,1,0,62.34706115722656
2018-03-20,3,1,1,0,1,0,63.47081756591797
2018-03-21,3,1,1,0,1,0,62.87843704223633
2018-03-22,3,1,1,0,1,0,59.69881057739258
2018-03-23,3,1,1,0,1,0,58.444374084472656
2018-03-26,3,1,1,0,1,0,60.79644393920898
2018-03-27,3,1,1,0,1,0,59.51586532592773
2018-03-28,3,1,1,0,1,0,58.67958450317383
2018-03-29,3,1,1,0,1,0,59.7336540222168
2018-04-02,4,1,2,0,1,0,58.28757858276367
2018-04-03,4,1,2,0,1,0,58.83638000488281
2018-04-04,4,1,2,0,1,0,58.93220138549805
2018-04-05,4,1,2,0,1,0,59.08901596069336
2018-04-06,4,1,2,0,1,0,57.6690673828125
2018-04-09,4,1,2,0,1,0,58.426944732666016
2018-04-10,4,1,2,0,1,0,60.17794036865234
2018-04-11,4,1,2,0,1,0,60.1169548034668
2018-04-12,4,1,2,0,1,0,60.195343017578125
2018-04-13,4,1,2,0,1,0,59.08901596069336
2018-04-16,4,1,2,0,1,0,58.784122467041016
2018-04-17,4,1,2,0,1,0,59.036739349365234
2018-04-18,4,1,2,0,1,0,59.02803802490234
2018-04-19,4,1,2,0,1,0,59.019325256347656
2018-04-20,4,1,2,0,1,0,58.23530197143555
2018-04-23,4,1,2,0,1,0,57.8868522644043
2018-04-24,4,1,2,0,1,0,57.90427017211914
2018-04-25,4,1,2,0,1,0,57.520973205566406
2018-04-26,4,1,2,0,1,0,58.05237579345703
2018-04-27,4,1,2,0,1,0,58.33112335205078
2018-04-30,4,1,2,0,1,0,58.23530197143555
2018-05-01,5,1,2,0,1,0,58.35726165771485
2018-05-02,5,1,2,0,1,0,58.20916366577149
2018-05-03,5,1,2,0,1,0,57.930397033691406
2018-05-04,5,1,2,0,1,0,58.54019165039063
2018-05-07,5,1,2,0,1,0,58.67085647583008
2018-05-08,5,1,2,0,1,0,59.47230911254883
2018-05-09,5,1,2,0,1,0,59.768497467041016
2018-05-10,5,1,2,0,1,0,60.81386184692383
2018-05-11,5,1,2,0,1,0,60.75288391113281
2018-05-14,5,1,2,0,1,0,61.27556991577149
2018-05-15,5,1,2,0,1,0,60.14309310913086
2018-05-16,5,1,2,0,1,0,61.41493988037109
2018-05-17,5,1,2,0,1,0,60.53509521484375
2018-05-18,5,1,2,0,1,0,60.24762344360352
2018-05-21,5,1,2,0,1,0,60.7093391418457
2018-05-22,5,1,2,0,1,0,60.42184448242188
2018-05-23,5,1,2,0,1,0,60.369571685791016
2018-05-24,5,1,2,0,1,0,60.12566757202149
2018-05-25,5,1,2,0,1,0,60.265045166015625
2018-05-29,5,1,2,0,1,0,59.210975646972656
2018-05-30,5,1,2,0,1,0,59.47230911254883
2018-05-31,5,1,2,0,1,0,59.96015548706055
2018-06-01,6,1,2,0,1,0,60.86612319946289
2018-06-04,6,1,2,0,1,0,61.90279006958008
2018-06-05,6,1,2,0,1,0,62.0595817565918
2018-06-06,6,1,2,0,1,0,62.843597412109375
2018-06-07,6,1,2,0,1,0,62.12055969238281
2018-06-08,6,1,2,0,1,0,61.92890167236328
2018-06-11,6,1,2,0,1,0,61.955055236816406
2018-06-12,6,1,2,0,1,0,62.2250862121582
2018-06-13,6,1,2,0,1,0,61.39752960205078
2018-06-14,6,1,2,0,1,0,61.38009643554688
2018-06-15,6,1,2,0,1,0,61.11876678466797
2018-06-18,6,1,2,0,1,0,60.517677307128906
2018-06-19,6,1,2,0,1,0,59.40191650390625
2018-06-20,6,1,2,0,1,0,59.37566375732422
2018-06-21,6,1,2,0,1,0,58.22928237915039
2018-06-22,6,1,2,0,1,0,58.69308471679688
2018-06-25,6,1,2,0,1,0,57.13540649414063
2018-06-26,6,1,2,0,1,0,56.96038436889648
2018-06-27,6,1,2,0,1,0,55.16642379760742
2018-06-28,6,1,2,0,1,0,55.70023727416992
2018-06-29,6,1,2,0,1,0,56.531585693359375
2018-07-02,7,2,3,0,1,0,55.72649383544922
2018-07-03,7,2,3,0,1,0,55.60397338867188
2018-07-05,7,2,3,0,1,0,55.19267272949219
2018-07-06,7,2,3,0,1,0,56.0415267944336
2018-07-09,7,2,3,0,1,0,57.231666564941406
2018-07-10,7,2,3,0,1,0,56.62784194946289
2018-07-11,7,2,3,0,1,0,55.51646041870117
2018-07-12,7,2,3,0,1,0,56.61909484863281
2018-07-13,7,2,3,0,1,0,56.531585693359375
2018-07-16,7,2,3,0,1,0,56.137786865234375
2018-07-17,7,2,3,0,1,0,56.20779800415039
2018-07-18,7,2,3,0,1,0,56.07653427124024
2018-07-19,7,2,3,0,1,0,55.00015258789063
2018-07-20,7,2,3,0,1,0,55.708984375
2018-07-23,7,2,3,0,1,0,55.43770599365234
2018-07-24,7,2,3,0,1,0,56.54908752441406
2018-07-25,7,2,3,0,1,0,57.704227447509766
2018-07-26,7,2,3,0,1,0,56.64534378051758
2018-07-27,7,2,3,0,1,0,56.2427978515625
2018-07-30,7,2,3,0,1,0,55.67398452758789
2018-07-31,7,2,3,0,1,0,55.84900665283203
2018-08-01,8,2,3,0,1,0,54.85139083862305
2018-08-02,8,2,3,0,1,0,54.13379669189453
2018-08-03,8,2,3,0,1,0,54.0200424194336
2018-08-06,8,2,3,0,1,0,53.57373428344727
2018-08-07,8,2,3,0,1,0,54.510101318359375
2018-08-08,8,2,3,0,1,0,54.30006790161133
2018-08-09,8,2,3,0,1,0,54.85139083862305
2018-08-10,8,2,3,0,1,0,54.39633560180664
2018-08-13,8,2,3,0,1,0,53.59999084472656
2018-08-14,8,2,3,0,1,0,52.85615921020508
2018-08-15,8,2,3,0,1,0,50.91342926025391
2018-08-16,8,2,3,0,1,0,51.44723892211914
2018-08-17,8,2,3,0,1,0,52.14732360839844
2018-08-20,8,2,3,0,1,0,52.60237503051758
2018-08-21,8,2,3,0,1,0,53.45122909545898
2018-08-22,8,2,3,0,1,0,53.75751495361328
2018-08-23,8,2,3,0,1,0,52.76864242553711
2018-08-24,8,2,3,0,1,0,53.56498336791992
2018-08-27,8,2,3,0,1,0,54.641361236572266
2018-08-28,8,2,3,0,1,0,54.31758117675781
2018-08-29,8,2,3,0,1,0,54.79887771606445
2018-08-30,8,2,3,0,1,0,53.0399284362793
2018-08-31,8,2,3,0,1,0,53.15369415283203
2018-09-04,9,2,3,0,1,0,52.49736785888672
2018-09-05,9,2,3,0,1,0,51.105953216552734
2018-09-06,9,2,3,0,1,0,50.92218399047852
2018-09-07,9,2,3,0,1,0,50.64215087890625
2018-09-10,9,2,3,0,1,0,49.77579116821289
2018-09-11,9,2,3,0,1,0,49.705787658691406
2018-09-12,9,2,3,0,1,0,50.09083557128906
2018-09-13,9,2,3,0,1,0,51.37722396850586
2018-09-14,9,2,3,0,1,0,50.90467834472656
2018-09-17,9,2,3,0,1,0,50.2308464050293
2018-09-18,9,2,3,0,1,0,50.79966354370117
2018-09-19,9,2,3,0,1,0,51.98980331420898
2018-09-20,9,2,3,0,1,0,52.558624267578125
2018-09-21,9,2,3,0,1,0,53.0399284362793
2018-09-24,9,2,3,0,1,0,52.22608184814453
2018-09-25,9,2,3,0,1,0,52.4273567199707
2018-09-26,9,2,3,0,1,0,52.7073860168457
2018-09-27,9,2,3,0,1,0,52.73363876342773
2018-09-28,9,2,3,0,1,0,52.40985107421875
2018-10-01,10,2,4,0,1,0,52.41860961914063
2018-10-02,10,2,4,0,1,0,51.193458557128906
2018-10-03,10,2,4,0,1,0,50.9659423828125
2018-10-04,10,2,4,0,1,0,49.62702178955078
2018-10-05,10,2,4,0,1,0,49.55702209472656
2018-10-08,10,2,4,0,1,0,48.9444465637207
2018-10-09,10,2,4,0,1,0,48.436893463134766
2018-10-10,10,2,4,0,1,0,46.78295516967773
2018-10-11,10,2,4,0,1,0,46.59917449951172
2018-10-12,10,2,4,0,1,0,48.191856384277344
2018-10-15,10,2,4,0,1,0,47.27299880981445
2018-10-16,10,2,4,0,1,0,48.24436950683594
2018-10-17,10,2,4,0,1,0,47.65804290771485
2018-10-18,10,2,4,0,1,0,46.1878776550293
2018-10-19,10,2,4,0,1,0,46.86170959472656
2018-10-22,10,2,4,0,1,0,48.358131408691406
2018-10-23,10,2,4,0,1,0,47.46553039550781
2018-10-24,10,2,4,0,1,0,45.69782257080078
2018-10-25,10,2,4,0,1,0,46.75669479370117
2018-10-26,10,2,4,0,1,0,45.95159530639648
2018-10-29,10,2,4,0,1,0,44.673946380615234
2018-10-30,10,2,4,0,1,0,45.38278579711914
2018-10-31,10,2,4,0,1,0,46.59917449951172
2018-11-01,11,2,4,0,1,0,48.98820877075195
2018-11-02,11,2,4,0,1,0,49.08446502685547
2018-11-05,11,2,4,0,1,0,48.9444465637207
2018-11-06,11,2,4,0,1,0,48.88318634033203
2018-11-07,11,2,4,0,1,0,50.09083557128906
2018-11-08,11,2,4,0,1,0,48.568153381347656
2018-11-09,11,2,4,0,1,0,47.20299911499024
2018-11-12,11,2,4,0,1,0,46.59917449951172
2018-11-13,11,2,4,0,1,0,47.74556350708008
2018-11-14,11,2,4,0,1,0,48.20061492919922
2018-11-15,11,2,4,0,1,0,49.35574722290039
2018-11-16,11,2,4,0,1,0,49.399505615234375
2018-11-19,11,2,4,0,1,0,48.34938430786133
2018-11-20,11,2,4,0,1,0,47.35176086425781
2018-11-21,11,2,4,0,1,0,48.48065185546875
2018-11-23,11,2,4,0,1,0,47.92932891845703
2018-11-26,11,2,4,0,1,0,49.0582160949707
2018-11-27,11,2,4,0,1,0,49.15447235107422
2018-11-28,11,2,4,0,1,0,50.4846305847168
2018-11-29,11,2,4,0,1,0,49.51326751708984
2018-11-30,11,2,4,0,1,0,50.30085372924805
2018-12-03,12,2,4,0,1,0,51.22846603393555
2018-12-04,12,2,4,0,1,0,50.248348236083984
2018-12-06,12,2,4,0,1,0,49.32073974609375
2018-12-07,12,2,4,0,1,0,48.44564056396485
2018-12-10,12,2,4,0,1,0,48.13060760498047
2018-12-11,12,2,4,0,1,0,48.52440643310547
2018-12-12,12,2,4,0,1,0,49.10197830200195
2018-12-13,12,2,4,0,1,0,49.32073974609375
2018-12-14,12,2,4,0,1,0,48.6294174194336
2018-12-17,12,2,4,0,1,0,47.666805267333984
2018-12-18,12,2,4,0,1,0,47.34428405761719
2018-12-19,12,2,4,0,1,0,46.38113784790039
2018-12-20,12,2,4,0,1,0,46.31928253173828
2018-12-21,12,2,4,0,1,0,46.00118255615234
2018-12-24,12,2,4,0,1,0,45.62122344970703
2018-12-26,12,2,4,0,1,0,46.78760528564453
2018-12-27,12,2,4,0,1,0,46.52251815795898
2018-12-28,12,2,4,0,1,0,46.63738250732422
2018-12-31,12,2,4,0,1,0,46.49600982666016
2019-01-02,1,1,1,0,1,0,46.23976135253906
2019-01-03,1,1,1,0,1,0,45.06454086303711
2019-01-04,1,1,1,0,1,0,46.89363479614258
2019-01-07,1,1,1,0,1,0,47.34428405761719
2019-01-08,1,1,1,0,1,0,47.70656204223633
2019-01-09,1,1,1,0,1,0,48.7757453918457
2019-01-10,1,1,1,0,1,0,49.173370361328125
2019-01-11,1,1,1,0,1,0,48.8464241027832
2019-01-14,1,1,1,0,1,0,48.26324462890625
2019-01-15,1,1,1,0,1,0,48.83759307861328
2019-01-16,1,1,1,0,1,0,49.56216049194336
2019-01-17,1,1,1,0,1,0,49.88026428222656
2019-01-18,1,1,1,0,1,0,50.49879837036133
2019-01-22,1,1,1,0,1,0,49.191043853759766
2019-01-23,1,1,1,0,1,0,49.553321838378906
2019-01-24,1,1,1,0,1,0,50.20721054077149
2019-01-25,1,1,1,0,1,0,51.108489990234375
2019-01-28,1,1,1,0,1,0,50.71086883544922
2019-01-29,1,1,1,0,1,0,50.69319534301758
2019-01-30,1,1,1,0,1,0,51.75353240966797
2019-01-31,1,1,1,0,1,0,52.40741729736328
2019-02-01,2,1,1,0,1,0,52.08931350708008
2019-02-04,2,1,1,0,1,0,52.23952102661133
2019-02-05,2,1,1,0,1,0,53.19383239746094
2019-02-06,2,1,1,0,1,0,52.64599609375
2019-02-07,2,1,1,0,1,0,51.877235412597656
2019-02-08,2,1,1,0,1,0,51.93025207519531
2019-02-11,2,1,1,0,1,0,52.08931350708008
2019-02-12,2,1,1,0,1,0,52.2837028503418
2019-02-13,2,1,1,0,1,0,52.5753059387207
2019-02-14,2,1,1,0,1,0,52.31904602050781
2019-02-15,2,1,1,0,1,0,51.95676803588867
2019-02-19,2,1,1,0,1,0,52.61064529418945
2019-02-20,2,1,1,0,1,0,52.93758392333984
2019-02-21,2,1,1,0,1,0,52.82271194458008
2019-02-22,2,1,1,0,1,0,53.8388786315918
2019-02-25,2,1,1,0,1,0,54.828521728515625
2019-02-26,2,1,1,0,1,0,54.64297103881836
2019-02-27,2,1,1,0,1,0,53.997928619384766
2019-02-28,2,1,1,0,1,0,53.64448165893555
2019-03-01,3,1,1,0,1,0,54.08628463745117
2019-03-04,3,1,1,0,1,0,54.66063690185547
2019-03-05,3,1,1,0,1,0,55.54426574707031
2019-03-06,3,1,1,0,1,0,55.12895584106445
2019-03-07,3,1,1,0,1,0,53.61796951293945
2019-03-08,3,1,1,0,1,0,52.6724967956543
2019-03-11,3,1,1,0,1,0,54.02442932128906
2019-03-12,3,1,1,0,1,0,54.483917236328125
2019-03-13,3,1,1,0,1,0,54.27184295654297
2019-03-14,3,1,1,0,1,0,53.93606948852539
2019-03-15,3,1,1,0,1,0,54.63413238525391
2019-03-18,3,1,1,0,1,0,55.37636566162109
2019-03-19,3,1,1,0,1,0,55.55309295654297
2019-03-20,3,1,1,0,1,0,55.394039154052734
2019-03-21,3,1,1,0,1,0,55.473575592041016
2019-03-22,3,1,1,0,1,0,53.768192291259766
2019-03-25,3,1,1,0,1,0,53.85654830932617
2019-03-26,3,1,1,0,1,0,53.84770584106445
2019-03-27,3,1,1,0,1,0,53.80352783203125
2019-03-28,3,1,1,0,1,0,54.13046646118164
2019-03-29,3,1,1,0,1,0,55.164306640625
2019-04-01,4,1,2,0,1,0,55.97723007202149
2019-04-02,4,1,2,0,1,0,55.77400207519531
2019-04-03,4,1,2,0,1,0,56.145118713378906
2019-04-04,4,1,2,0,1,0,56.71947479248047
2019-04-05,4,1,2,0,1,0,57.36450958251953
2019-04-08,4,1,2,0,1,0,57.30265808105469
2019-04-09,4,1,2,0,1,0,57.27614974975586
2019-04-10,4,1,2,0,1,0,57.39986801147461
2019-04-11,4,1,2,0,1,0,56.63994598388672
2019-04-12,4,1,2,0,1,0,57.461708068847656
2019-04-15,4,1,2,0,1,0,56.55158233642578
2019-04-16,4,1,2,0,1,0,57.18779373168945
2019-04-17,4,1,2,0,1,0,57.32033920288086
2019-04-18,4,1,2,0,1,0,57.3380012512207
2019-04-22,4,1,2,0,1,0,56.88735961914063
2019-04-23,4,1,2,0,1,0,56.913875579833984
2019-04-24,4,1,2,0,1,0,56.171630859375
2019-04-25,4,1,2,0,1,0,55.897708892822266
2019-04-26,4,1,2,0,1,0,56.16279220581055
2019-04-29,4,1,2,0,1,0,56.30416870117188
2019-04-30,4,1,2,0,1,0,56.12744522094727
2019-05-01,5,1,2,0,1,0,56.030250549316406
2019-05-02,5,1,2,0,1,0,56.09210968017578
2019-05-03,5,1,2,0,1,0,57.064083099365234
2019-05-06,5,1,2,0,1,0,55.42055892944336
2019-05-07,5,1,2,0,1,0,53.73284149169922
2019-05-08,5,1,2,0,1,0,53.679832458496094
2019-05-09,5,1,2,0,1,0,52.7873649597168
2019-05-10,5,1,2,0,1,0,53.13198471069336
2019-05-13,5,1,2,0,1,0,51.108489990234375
2019-05-14,5,1,2,0,1,0,51.965606689453125
2019-05-15,5,1,2,0,1,0,52.44275665283203
2019-05-16,5,1,2,0,1,0,52.65482711791992
2019-05-17,5,1,2,0,1,0,50.96711349487305
2019-05-20,5,1,2,0,1,0,49.49147033691406
2019-05-21,5,1,2,0,1,0,50.242557525634766
2019-05-22,5,1,2,0,1,0,49.70353698730469
2019-05-23,5,1,2,0,1,0,48.7757453918457
2019-05-24,5,1,2,0,1,0,48.49298095703125
2019-05-28,5,1,2,0,1,0,48.87294387817383
2019-05-29,5,1,2,0,1,0,49.02315902709961
2019-05-30,5,1,2,0,1,0,48.99664688110352
2019-05-31,5,1,2,0,1,0,48.8906135559082
2019-06-03,6,1,2,0,1,0,49.19987487792969
2019-06-04,6,1,2,0,1,0,49.18220138549805
2019-06-05,6,1,2,0,1,0,48.75806427001953
2019-06-06,6,1,2,0,1,0,48.784576416015625
2019-06-07,6,1,2,0,1,0,49.32358169555664
2019-06-10,6,1,2,0,1,0,50.198368072509766
2019-06-11,6,1,2,0,1,0,50.90526580810547
2019-06-12,6,1,2,0,1,0,49.95978927612305
2019-06-13,6,1,2,0,1,0,50.05699157714844
2019-06-14,6,1,2,0,1,0,49.47379684448242
2019-06-17,6,1,2,0,1,0,49.78149032592773
2019-06-18,6,1,2,0,1,0,51.39995956420898
2019-06-19,6,1,2,0,1,0,51.90684509277344
2019-06-20,6,1,2,0,1,0,52.760555267333984
2019-06-21,6,1,2,0,1,0,52.46709442138672
2019-06-24,6,1,2,0,1,0,52.45819854736328
2019-06-25,6,1,2,0,1,0,51.62228393554688
2019-06-26,6,1,2,0,1,0,52.3781623840332
2019-06-27,6,1,2,0,1,0,52.89394760131836
2019-06-28,6,1,2,0,1,0,52.86725997924805
2019-07-01,7,2,3,0,1,0,53.92548751831055
2019-07-02,7,2,3,0,1,0,53.89882278442383
2019-07-03,7,2,3,0,1,0,53.70318222045898
2019-07-05,7,2,3,0,1,0,53.04511260986328
2019-07-08,7,2,3,0,1,0,52.387054443359375
2019-07-09,7,2,3,0,1,0,52.253662109375
2019-07-10,7,2,3,0,1,0,52.39594268798828
2019-07-11,7,2,3,0,1,0,52.14694213867188
2019-07-12,7,2,3,0,1,0,52.387054443359375
2019-07-15,7,2,3,0,1,0,52.87615966796875
2019-07-16,7,2,3,0,1,0,52.82279968261719
2019-07-17,7,2,3,0,1,0,52.689414978027344
2019-07-18,7,2,3,0,1,0,52.760555267333984
2019-07-19,7,2,3,0,1,0,52.760555267333984
2019-07-22,7,2,3,0,1,0,52.5471305847168
2019-07-23,7,2,3,0,1,0,53.13404083251953
2019-07-24,7,2,3,0,1,0,53.48085784912109
2019-07-25,7,2,3,0,1,0,53.17850875854492
2019-07-26,7,2,3,0,1,0,53.28521347045898
2019-07-29,7,2,3,0,1,0,52.965087890625
2019-07-30,7,2,3,0,1,0,52.56491088867188
2019-07-31,7,2,3,0,1,0,51.99577713012695
2019-08-01,8,2,3,0,1,0,50.386192321777344
2019-08-02,8,2,3,0,1,0,49.79927062988281
2019-08-05,8,2,3,0,1,0,47.55830764770508
2019-08-06,8,2,3,0,1,0,48.17190170288086
2019-08-07,8,2,3,0,1,0,48.598758697509766
2019-08-08,8,2,3,0,1,0,49.24792098999024
2019-08-09,8,2,3,0,1,0,48.56318664550781
2019-08-12,8,2,3,0,1,0,48.056297302246094
2019-08-13,8,2,3,0,1,0,49.04338836669922
2019-08-14,8,2,3,0,1,0,47.63834381103516
2019-08-15,8,2,3,0,1,0,48.31418991088867
2019-08-16,8,2,3,0,1,0,49.23902893066406
2019-08-19,8,2,3,0,1,0,50.16387176513672
2019-08-20,8,2,3,0,1,0,50.08383941650391
2019-08-21,8,2,3,0,1,0,50.4306526184082
2019-08-22,8,2,3,0,1,0,49.88820266723633
2019-08-23,8,2,3,0,1,0,48.696571350097656
2019-08-26,8,2,3,0,1,0,49.22125244140625
2019-08-27,8,2,3,0,1,0,49.35463333129883
2019-08-28,8,2,3,0,1,0,49.45245742797852
2019-08-29,8,2,3,0,1,0,50.0127067565918
2019-08-30,8,2,3,0,1,0,50.17276763916016
2019-09-03,9,2,3,0,1,0,50.00379943847656
2019-09-04,9,2,3,0,1,0,50.884185791015625
2019-09-05,9,2,3,0,1,0,51.80013656616211
2019-09-06,9,2,3,0,1,0,51.82682037353516
2019-09-09,9,2,3,0,1,0,52.09360122680664
2019-09-10,9,2,3,0,1,0,51.889068603515625
2019-09-11,9,2,3,0,1,0,52.41373062133789
2019-09-12,9,2,3,0,1,0,52.80501937866211
2019-09-13,9,2,3,0,1,0,53.19629669189453
2019-09-16,9,2,3,0,1,0,52.63605117797852
2019-09-17,9,2,3,0,1,0,52.51155853271485
2019-09-18,9,2,3,0,1,0,52.253662109375
2019-09-19,9,2,3,0,1,0,52.04912567138672
2019-09-20,9,2,3,0,1,0,51.75566864013672
2019-09-23,9,2,3,0,1,0,51.42664337158203
2019-09-24,9,2,3,0,1,0,50.55515670776367
2019-09-25,9,2,3,0,1,0,50.84861373901367
2019-09-26,9,2,3,0,1,0,50.49290084838867
2019-09-27,9,2,3,0,1,0,49.39020919799805
2019-09-30,9,2,3,0,1,0,49.87041473388672
2019-10-01,10,2,4,0,1,0,49.6036262512207
2019-10-02,10,2,4,0,1,0,49.5947380065918
2019-10-03,10,2,4,0,1,0,50.46622848510742
2019-10-04,10,2,4,0,1,0,50.41286849975586
2019-10-07,10,2,4,0,1,0,50.04825973510742
2019-10-08,10,2,4,0,1,0,49.23902893066406
2019-10-09,10,2,4,0,1,0,49.91487503051758
2019-10-10,10,2,4,0,1,0,50.5996208190918
2019-10-11,10,2,4,0,1,0,51.58671188354492
2019-10-14,10,2,4,0,1,0,51.39995956420898
2019-10-15,10,2,4,0,1,0,52.01357269287109
