Date,mes,semestre,quadrimestre,covid,trump,guerra_ucrania,MSCI CHINA
2019-10-16,10,2,4,0,1,0,52.10248947143555
2019-10-17,10,2,4,0,1,0,52.18252944946289
2019-10-18,10,2,4,0,1,0,51.33771896362305
2019-10-21,10,2,4,0,1,0,51.91574478149414
2019-10-22,10,2,4,0,1,0,51.57781982421875
2019-10-23,10,2,4,0,1,0,51.3732795715332
2019-10-24,10,2,4,0,1,0,51.53335952758789
2019-10-25,10,2,4,0,1,0,52.10248947143555
2019-10-28,10,2,4,0,1,0,52.751651763916016
2019-10-29,10,2,4,0,1,0,52.18252944946289
2019-10-30,10,2,4,0,1,0,52.19141006469727
2019-10-31,10,2,4,0,1,0,51.99577713012695
2019-11-01,11,2,4,0,1,0,52.79611587524414
2019-11-04,11,2,4,0,1,0,53.67649841308594
2019-11-05,11,2,4,0,1,0,53.97885894775391
2019-11-06,11,2,4,0,1,0,53.98774719238281
2019-11-07,11,2,4,0,1,0,54.63691329956055
2019-11-08,11,2,4,0,1,0,54.36124801635742
2019-11-11,11,2,4,0,1,0,53.70318222045898
2019-11-12,11,2,4,0,1,0,53.35636901855469
2019-11-13,11,2,4,0,1,0,52.59158706665039
2019-11-14,11,2,4,0,1,0,52.51155853271485
2019-11-15,11,2,4,0,1,0,52.618263244628906
2019-11-18,11,2,4,0,1,0,52.7338752746582
2019-11-19,11,2,4,0,1,0,53.276329040527344
2019-11-20,11,2,4,0,1,0,52.7338752746582
2019-11-21,11,2,4,0,1,0,52.76944351196289
2019-11-22,11,2,4,0,1,0,52.84948348999024
2019-11-25,11,2,4,0,1,0,53.774322509765625
2019-11-26,11,2,4,0,1,0,53.88992691040039
2019-11-27,11,2,4,0,1,0,54.085567474365234
2019-11-29,11,2,4,0,1,0,53.05401611328125
2019-12-02,12,2,4,0,1,0,52.90283584594727
2019-12-03,12,2,4,0,1,0,52.62716293334961
2019-12-04,12,2,4,0,1,0,52.85836791992188
2019-12-05,12,2,4,0,1,0,53.36525344848633
2019-12-06,12,2,4,0,1,0,53.80099487304688
2019-12-09,12,2,4,0,1,0,53.33858108520508
2019-12-10,12,2,4,0,1,0,53.64982604980469
2019-12-11,12,2,4,0,1,0,54.539100646972656
2019-12-12,12,2,4,0,1,0,55.4372673034668
2019-12-13,12,2,4,0,1,0,55.23273468017578
2019-12-16,12,2,4,0,1,0,56.03515625
2019-12-17,12,2,4,0,1,0,56.66345977783203
2019-12-18,12,2,4,0,1,0,56.914772033691406
2019-12-19,12,2,4,0,1,0,56.77116012573242
2019-12-20,12,2,4,0,1,0,57.03144836425781
2019-12-23,12,2,4,0,1,0,57.06735229492188
2019-12-24,12,2,4,0,1,0,57.1032600402832
2019-12-26,12,2,4,0,1,0,57.614871978759766
2019-12-27,12,2,4,0,1,0,57.68667602539063
2019-12-30,12,2,4,0,1,0,57.444332122802734
2019-12-31,12,2,4,0,1,0,57.52511215209961
2020-01-02,1,1,1,0,1,0,59.44591522216797
2020-01-03,1,1,1,0,1,0,58.33292388916016
2020-01-06,1,1,1,0,1,0,58.23419570922852
2020-01-07,1,1,1,0,1,0,58.48551177978516
2020-01-08,1,1,1,0,1,0,58.65605163574219
2020-01-09,1,1,1,0,1,0,59.2933235168457
2020-01-10,1,1,1,0,1,0,59.67927932739258
2020-01-13,1,1,1,0,1,0,60.837135314941406
2020-01-14,1,1,1,0,1,0,60.1460189819336
2020-01-15,1,1,1,0,1,0,59.90366744995117
2020-01-16,1,1,1,0,1,0,60.27167510986328
2020-01-17,1,1,1,0,1,0,60.53196716308594
2020-01-21,1,1,1,0,0,0,58.34189987182617
2020-01-22,1,1,1,0,0,0,58.65605163574219
2020-01-23,1,1,1,0,0,0,57.89312744140625
2020-01-24,1,1,1,0,0,0,56.90578842163086
2020-01-27,1,1,1,0,0,0,54.75162887573242
2020-01-28,1,1,1,0,0,0,55.29914855957031
2020-01-29,1,1,1,0,0,0,55.83768844604492
2020-01-30,1,1,1,0,0,0,54.9849967956543
2020-01-31,1,1,1,1,0,0,53.95279693603516
2020-02-03,2,1,1,1,0,0,54.724700927734375
2020-02-04,2,1,1,1,0,0,56.82501602172852
2020-02-05,2,1,1,1,0,0,56.816036224365234
2020-02-06,2,1,1,1,0,0,57.09428787231445
2020-02-07,2,1,1,1,0,0,56.50188446044922
2020-02-10,2,1,1,1,0,0,57.12120819091797
2020-02-11,2,1,1,1,0,0,57.9200439453125
2020-02-12,2,1,1,1,0,0,59.0420036315918
2020-02-13,2,1,1,1,0,0,58.23419570922852
2020-02-14,2,1,1,1,0,0,58.18033981323242
2020-02-18,2,1,1,1,0,0,58.18033981323242
2020-02-19,2,1,1,1,0,0,58.611175537109375
2020-02-20,2,1,1,1,0,0,57.94697189331055
2020-02-21,2,1,1,1,0,0,57.72258377075195
2020-02-24,2,1,1,1,0,0,55.79280853271485
2020-02-25,2,1,1,1,0,0,55.469688415527344
2020-02-26,2,1,1,1,0,0,56.142860412597656
2020-02-27,2,1,1,1,0,0,55.47865676879883
2020-02-28,2,1,1,1,0,0,55.7658805847168
2020-03-02,3,1,1,1,0,0,56.5108642578125
2020-03-03,3,1,1,1,0,0,56.19671630859375
2020-03-04,3,1,1,1,0,0,57.1032600402832
2020-03-05,3,1,1,1,0,0,56.97759628295898
2020-03-06,3,1,1,1,0,0,55.747928619384766
2020-03-09,3,1,1,1,0,0,53.557861328125
2020-03-10,3,1,1,1,0,0,55.61329650878906
2020-03-11,3,1,1,1,0,0,53.71044921875
2020-03-12,3,1,1,1,0,0,49.67140197753906
2020-03-13,3,1,1,1,0,0,52.292293548583984
2020-03-16,3,1,1,1,0,0,47.18513488769531
2020-03-17,3,1,1,1,0,0,49.52779006958008
2020-03-18,3,1,1,1,0,0,46.99665069580078
2020-03-19,3,1,1,1,0,0,47.33772277832031
2020-03-20,3,1,1,1,0,0,47.21205520629883
2020-03-23,3,1,1,1,0,0,47.37362289428711
2020-03-24,3,1,1,1,0,0,50.18301010131836
2020-03-25,3,1,1,1,0,0,51.17033004760742
2020-03-26,3,1,1,1,0,0,52.77698516845703
2020-03-27,3,1,1,1,0,0,50.13813781738281
2020-03-30,3,1,1,1,0,0,51.26906967163086
2020-03-31,3,1,1,1,0,0,51.3857536315918
2020-04-01,4,1,2,1,0,0,49.5547103881836
2020-04-02,4,1,2,1,0,0,51.044681549072266
2020-04-03,4,1,2,1,0,0,50.44330596923828
2020-04-06,4,1,2,1,0,0,52.42692947387695
2020-04-07,4,1,2,1,0,0,52.4359016418457
2020-04-08,4,1,2,1,0,0,52.48078536987305
2020-04-09,4,1,2,1,0,0,52.40898132324219
2020-04-13,4,1,2,1,0,0,52.49873733520508
2020-04-14,4,1,2,1,0,0,53.62070083618164
2020-04-15,4,1,2,1,0,0,52.99239730834961
2020-04-16,4,1,2,1,0,0,53.58479309082031
2020-04-17,4,1,2,1,0,0,54.00665283203125
2020-04-20,4,1,2,1,0,0,53.92586517333984
2020-04-21,4,1,2,1,0,0,52.65132522583008
2020-04-22,4,1,2,1,0,0,53.80918884277344
2020-04-23,4,1,2,1,0,0,53.41425704956055
2020-04-24,4,1,2,1,0,0,53.54888534545898
2020-04-27,4,1,2,1,0,0,54.31181716918945
2020-04-28,4,1,2,1,0,0,54.14128494262695
2020-04-29,4,1,2,1,0,0,55.05680084228516
2020-04-30,4,1,2,1,0,0,53.83611297607422
2020-05-01,5,1,2,1,0,0,51.78067779541016
2020-05-04,5,1,2,1,0,0,51.96917343139648
2020-05-05,5,1,2,1,0,0,52.69620132446289
2020-05-06,5,1,2,1,0,0,53.0821533203125
2020-05-07,5,1,2,1,0,0,53.52196502685547
2020-05-08,5,1,2,1,0,0,54.7965087890625
2020-05-11,5,1,2,1,0,0,54.95806884765625
2020-05-12,5,1,2,1,0,0,54.53621673583984
2020-05-13,5,1,2,1,0,0,54.75162887573242
2020-05-14,5,1,2,1,0,0,54.59904479980469
2020-05-15,5,1,2,1,0,0,54.1323127746582
2020-05-18,5,1,2,1,0,0,56.27750015258789
2020-05-19,5,1,2,1,0,0,56.08002471923828
2020-05-20,5,1,2,1,0,0,56.44803237915039
2020-05-21,5,1,2,1,0,0,55.06578063964844
2020-05-22,5,1,2,1,0,0,53.02830123901367
2020-05-26,5,1,2,1,0,0,54.00665283203125
2020-05-27,5,1,2,1,0,0,53.56684494018555
2020-05-28,5,1,2,1,0,0,53.17191696166992
2020-05-29,5,1,2,1,0,0,54.75162887573242
2020-06-01,6,1,2,1,0,0,55.712032318115234
2020-06-02,6,1,2,1,0,0,56.93272018432617
2020-06-03,6,1,2,1,0,0,57.74053955078125
2020-06-04,6,1,2,1,0,0,57.09428787231445
2020-06-05,6,1,2,1,0,0,58.07262420654297
2020-06-08,6,1,2,1,0,0,57.91106796264648
2020-06-09,6,1,2,1,0,0,57.83926773071289
2020-06-10,6,1,2,1,0,0,58.59321594238281
2020-06-11,6,1,2,1,0,0,56.376224517822266
2020-06-12,6,1,2,1,0,0,57.237892150878906
2020-06-15,6,1,2,1,0,0,57.163124084472656
2020-06-16,6,1,2,1,0,0,57.88385391235352
2020-06-17,6,1,2,1,0,0,58.370338439941406
2020-06-18,6,1,2,1,0,0,58.70368194580078
2020-06-19,6,1,2,1,0,0,58.63161087036133
2020-06-22,6,1,2,1,0,0,59.43342971801758
2020-06-23,6,1,2,1,0,0,60.28929901123047
2020-06-24,6,1,2,1,0,0,59.73072814941406
2020-06-25,6,1,2,1,0,0,59.51450729370117
2020-06-26,6,1,2,1,0,0,59.09108352661133
2020-06-29,6,1,2,1,0,0,59.07305908203125
2020-06-30,6,1,2,1,0,0,58.964942932128906
2020-07-01,7,2,3,1,0,0,59.48747634887695
2020-07-02,7,2,3,1,0,0,61.47850036621094
2020-07-06,7,2,3,1,0,0,65.9470443725586
2020-07-07,7,2,3,1,0,0,64.6677474975586
2020-07-08,7,2,3,1,0,0,67.45157623291016
2020-07-09,7,2,3,1,0,0,67.6137466430664
2020-07-10,7,2,3,1,0,0,67.0011215209961
2020-07-13,7,2,3,1,0,0,66.23533630371094
2020-07-14,7,2,3,1,0,0,65.65874481201172
2020-07-15,7,2,3,1,0,0,65.75784301757812
2020-07-16,7,2,3,1,0,0,63.748817443847656
2020-07-17,7,2,3,1,0,0,64.10017395019531
2020-07-20,7,2,3,1,0,0,65.48759460449219
2020-07-21,7,2,3,1,0,0,65.99209594726562
2020-07-22,7,2,3,1,0,0,64.98306274414062
2020-07-23,7,2,3,1,0,0,64.80288696289062
2020-07-24,7,2,3,1,0,0,63.91097259521485
2020-07-27,7,2,3,1,0,0,63.98303985595703
2020-07-28,7,2,3,1,0,0,63.748817443847656
2020-07-29,7,2,3,1,0,0,64.94702911376953
2020-07-30,7,2,3,1,0,0,64.55964660644531
2020-07-31,7,2,3,1,0,0,64.42451477050781
2020-08-03,8,2,3,1,0,0,65.71282196044922
2020-08-04,8,2,3,1,0,0,66.67678833007812
2020-08-05,8,2,3,1,0,0,67.21733856201172
2020-08-06,8,2,3,1,0,0,67.37049102783203
2020-08-07,8,2,3,1,0,0,65.17225646972656
2020-08-10,8,2,3,1,0,0,64.77586364746094
2020-08-11,8,2,3,1,0,0,64.69476318359375
2020-08-12,8,2,3,1,0,0,65.6407470703125
2020-08-13,8,2,3,1,0,0,65.15423583984375
2020-08-14,8,2,3,1,0,0,65.11820220947266
2020-08-17,8,2,3,1,0,0,66.46957397460938
2020-08-18,8,2,3,1,0,0,66.67678833007812
2020-08-19,8,2,3,1,0,0,65.97407531738281
2020-08-20,8,2,3,1,0,0,66.1722640991211
2020-08-21,8,2,3,1,0,0,66.89300537109375
2020-08-24,8,2,3,1,0,0,67.89302062988281
2020-08-25,8,2,3,1,0,0,68.95610809326172
2020-08-26,8,2,3,1,0,0,69.20836639404297
2020-08-27,8,2,3,1,0,0,68.73088073730469
2020-08-28,8,2,3,1,0,0,69.59575653076172
2020-08-31,8,2,3,1,0,0,68.15428924560547
2020-09-01,9,2,3,1,0,0,69.67683410644531
2020-09-02,9,2,3,1,0,0,69.54168701171875
2020-09-03,9,2,3,1,0,0,67.5957260131836
2020-09-04,9,2,3,1,0,0,67.39752197265625
2020-09-08,9,2,3,1,0,0,65.44253540039062
2020-09-09,9,2,3,1,0,0,66.05516052246094
2020-09-10,9,2,3,1,0,0,64.78488159179688
2020-09-11,9,2,3,1,0,0,65.52361297607422
2020-09-14,9,2,3,1,0,0,66.48760223388672
2020-09-15,9,2,3,1,0,0,67.40652465820312
2020-09-16,9,2,3,1,0,0,67.17228698730469
2020-09-17,9,2,3,1,0,0,66.73985290527344
2020-09-18,9,2,3,1,0,0,66.65876770019531
2020-09-21,9,2,3,1,0,0,66.4065170288086
2020-09-22,9,2,3,1,0,0,65.98308563232422
2020-09-23,9,2,3,1,0,0,65.28938293457031
2020-09-24,9,2,3,1,0,0,64.76683807373047
2020-09-25,9,2,3,1,0,0,64.50558471679688
2020-09-28,9,2,3,1,0,0,65.30738830566406
2020-09-29,9,2,3,1,0,0,65.226318359375
2020-09-30,9,2,3,1,0,0,66.82093811035156
2020-10-01,10,2,4,1,0,0,67.43354797363281
2020-10-02,10,2,4,1,0,0,66.65876770019531
2020-10-05,10,2,4,1,0,0,67.01913452148438
2020-10-06,10,2,4,1,0,0,67.60474395751953
2020-10-07,10,2,4,1,0,0,68.36149597167969
2020-10-08,10,2,4,1,0,0,68.79393768310547
2020-10-09,10,2,4,1,0,0,69.16331481933594
2020-10-12,10,2,4,1,0,0,70.55072784423828
2020-10-13,10,2,4,1,0,0,70.59577941894531
2020-10-14,10,2,4,1,0,0,69.91107177734375
2020-10-15,10,2,4,1,0,0,69.31648254394531
2020-10-16,10,2,4,1,0,0,70.10026550292969
2020-10-19,10,2,4,1,0,0,69.67683410644531
2020-10-20,10,2,4,1,0,0,70.51469421386719
2020-10-21,10,2,4,1,0,0,70.68585968017578
2020-10-22,10,2,4,1,0,0,70.46965026855469
2020-10-23,10,2,4,1,0,0,70.74893188476562
2020-10-26,10,2,4,1,0,0,70.1272964477539
2020-10-27,10,2,4,1,0,0,71.27146911621094
2020-10-28,10,2,4,1,0,0,69.86603546142578
2020-10-29,10,2,4,1,0,0,71.25342559814453
2020-10-30,10,2,4,1,0,0,70.0191879272461
2020-11-02,11,2,4,1,0,0,71.17235565185547
2020-11-03,11,2,4,1,0,0,70.27144622802734
2020-11-04,11,2,4,1,0,0,73.37059783935547
2020-11-05,11,2,4,1,0,0,74.19944763183594
2020-11-06,11,2,4,1,0,0,74.60484313964844
2020-11-09,11,2,4,1,0,0,73.92015075683594
2020-11-10,11,2,4,1,0,0,71.47866821289062
2020-11-11,11,2,4,1,0,0,71.78498077392578
2020-11-12,11,2,4,1,0,0,71.83905029296875
2020-11-13,11,2,4,1,0,0,72.48770904541016
2020-11-16,11,2,4,1,0,0,72.66788482666016
2020-11-17,11,2,4,1,0,0,72.361572265625
2020-11-18,11,2,4,1,0,0,71.95616149902344
2020-11-19,11,2,4,1,0,0,72.32551574707031
2020-11-20,11,2,4,1,0,0,73.42465209960938
2020-11-23,11,2,4,1,0,0,73.09130096435547
2020-11-24,11,2,4,1,0,0,73.92015075683594
2020-11-25,11,2,4,1,0,0,73.19041442871094
2020-11-27,11,2,4,1,0,0,74.26251983642578
2020-11-30,11,2,4,1,0,0,71.902099609375
2020-12-01,12,2,4,1,0,0,72.46967315673828
2020-12-02,12,2,4,1,0,0,72.0372314453125
2020-12-03,12,2,4,1,0,0,72.70392608642578
2020-12-04,12,2,4,1,0,0,72.73994445800781
2020-12-07,12,2,4,1,0,0,72.37059020996094
2020-12-08,12,2,4,1,0,0,72.59580993652344
2020-12-09,12,2,4,1,0,0,71.38856506347656
2020-12-10,12,2,4,1,0,0,72.38858032226562
2020-12-11,12,2,4,1,0,0,71.71292114257812
2020-12-14,12,2,4,1,0,0,71.28985595703125
2020-12-15,12,2,4,1,0,0,71.59851837158203
2020-12-16,12,2,4,1,0,0,72.17951202392578
2020-12-17,12,2,4,1,0,0,72.97838592529297
2020-12-18,12,2,4,1,0,0,72.93299865722656
2020-12-21,12,2,4,1,0,0,72.58802795410156
2020-12-22,12,2,4,1,0,0,72.02517700195312
2020-12-23,12,2,4,1,0,0,72.44278717041016
2020-12-24,12,2,4,1,0,0,70.46377563476562
2020-12-28,12,2,4,1,0,0,70.26405334472656
2020-12-29,12,2,4,1,0,0,71.8617935180664
2020-12-30,12,2,4,1,0,0,73.45951843261719
2020-12-31,12,2,4,1,0,0,73.50492095947266
2021-01-04,1,1,1,1,0,0,73.75003051757812
2021-01-05,1,1,1,1,0,0,76.11939239501953
2021-01-06,1,1,1,1,0,0,74.54888153076172
2021-01-07,1,1,1,1,0,0,75.12080383300781
2021-01-08,1,1,1,1,0,0,77.5718765258789
2021-01-11,1,1,1,1,0,0,75.919677734375
2021-01-12,1,1,1,1,0,0,76.80024719238281
2021-01-13,1,1,1,1,0,0,77.44477081298828
2021-01-14,1,1,1,1,0,0,77.91683959960938
2021-01-15,1,1,1,1,0,0,77.75343322753906
2021-01-19,1,1,1,1,0,0,80.5404052734375
2021-01-20,1,1,1,1,0,0,82.97331237792969
2021-01-21,1,1,1,1,0,0,82.70097351074219
2021-01-22,1,1,1,1,0,0,82.6646499633789
2021-01-25,1,1,1,1,0,0,84.34410095214844
2021-01-26,1,1,1,1,0,0,83.56338500976562
2021-01-27,1,1,1,1,0,0,80.90351867675781
2021-01-28,1,1,1,1,0,0,80.88536071777344
2021-01-29,1,1,1,1,0,0,79.45103454589844
2021-02-01,2,1,1,1,0,0,81.78408813476562
2021-02-02,2,1,1,1,0,0,82.60111999511719
2021-02-03,2,1,1,1,0,0,83.33644104003906
2021-02-04,2,1,1,1,0,0,83.3636703491211
2021-02-05,2,1,1,1,0,0,83.88111877441406
2021-02-08,2,1,1,1,0,0,83.99004364013672
2021-02-09,2,1,1,1,0,0,85.58778381347656
2021-02-10,2,1,1,1,0,0,86.28679656982422
2021-02-11,2,1,1,1,0,0,87.61219787597656
2021-02-12,2,1,1,1,0,0,87.49417114257812
2021-02-16,2,1,1,1,0,0,87.65758514404297
2021-02-17,2,1,1,1,0,0,88.2294921875
2021-02-18,2,1,1,1,0,0,86.15062713623047
2021-02-19,2,1,1,1,0,0,86.83148956298828
2021-02-22,2,1,1,1,0,0,83.27288818359375
2021-02-23,2,1,1,1,0,0,83.45445251464844
2021-02-24,2,1,1,1,0,0,81.78408813476562
2021-02-25,2,1,1,1,0,0,79.97756958007812
2021-02-26,2,1,1,1,0,0,79.0788345336914
2021-03-01,3,1,1,1,0,0,81.5299072265625
2021-03-02,3,1,1,1,0,0,79.81414794921875
2021-03-03,3,1,1,1,0,0,79.43286895751953
2021-03-04,3,1,1,1,0,0,76.98179626464844
2021-03-05,3,1,1,1,0,0,77.33584594726562
2021-03-08,3,1,1,1,0,0,73.78632354736328
2021-03-09,3,1,1,1,0,0,76.80024719238281
2021-03-10,3,1,1,1,0,0,75.45670318603516
2021-03-11,3,1,1,1,0,0,78.92450714111328
2021-03-12,3,1,1,1,0,0,76.75486755371094
2021-03-15,3,1,1,1,0,0,76.58236694335938
2021-03-16,3,1,1,1,0,0,77.04535675048828
2021-03-17,3,1,1,1,0,0,77.25414276123047
2021-03-18,3,1,1,1,0,0,76.5188217163086
2021-03-19,3,1,1,1,0,0,77.07257080078125
2021-03-22,3,1,1,1,0,0,76.80024719238281
2021-03-23,3,1,1,1,0,0,75.27513122558594
2021-03-24,3,1,1,1,0,0,72.02517700195312
2021-03-25,3,1,1,1,0,0,72.01612091064453
2021-03-26,3,1,1,1,0,0,73.8498764038086
2021-03-29,3,1,1,1,0,0,73.32334899902344
2021-03-30,3,1,1,1,0,0,74.02236938476562
2021-03-31,3,1,1,1,0,0,74.16761016845703
2021-04-01,4,1,2,1,0,0,75.27513122558594
2021-04-05,4,1,2,1,0,0,75.43853759765625
2021-04-06,4,1,2,1,0,0,76.21016693115234
2021-04-07,4,1,2,1,0,0,74.02236938476562
2021-04-08,4,1,2,1,0,0,74.99370574951172
2021-04-09,4,1,2,1,0,0,73.87712097167969
2021-04-12,4,1,2,1,0,0,73.98605346679688
2021-04-13,4,1,2,1,0,0,74.13130187988281
2021-04-14,4,1,2,1,0,0,74.00419616699219
2021-04-15,4,1,2,1,0,0,74.25839233398438
2021-04-16,4,1,2,1,0,0,74.6124496459961
2021-04-19,4,1,2,1,0,0,74.58519744873047
2021-04-20,4,1,2,1,0,0,73.96790313720703
2021-04-21,4,1,2,1,0,0,74.55796813964844
2021-04-22,4,1,2,1,0,0,74.91200256347656
2021-04-23,4,1,2,1,0,0,76.06493377685547
2021-04-26,4,1,2,1,0,0,75.22974395751953
2021-04-27,4,1,2,1,0,0,75.56562805175781
2021-04-28,4,1,2,1,0,0,76.01953125
2021-04-29,4,1,2,1,0,0,75.6200942993164
2021-04-30,4,1,2,1,0,0,74.42179870605469
2021-05-03,5,1,2,1,0,0,74.23116302490234
2021-05-04,5,1,2,1,0,0,73.34150695800781
2021-05-05,5,1,2,1,0,0,73.31427001953125
2021-05-06,5,1,2,1,0,0,73.3959732055664
2021-05-07,5,1,2,1,0,0,73.32334899902344
2021-05-10,5,1,2,1,0,0,71.12646484375
2021-05-11,5,1,2,1,0,0,71.67115020751953
2021-05-12,5,1,2,1,0,0,70.80873107910156
2021-05-13,5,1,2,1,0,0,69.61951446533203
2021-05-14,5,1,2,1,0,0,71.02659606933594
2021-05-17,5,1,2,1,0,0,71.80731201171875
2021-05-18,5,1,2,1,0,0,72.5335693359375
2021-05-19,5,1,2,1,0,0,72.57893371582031
2021-05-20,5,1,2,1,0,0,73.14179229736328
2021-05-21,5,1,2,1,0,0,72.06149291992188
2021-05-24,5,1,2,1,0,0,72.26123046875
2021-05-25,5,1,2,1,0,0,73.79540252685547
2021-05-26,5,1,2,1,0,0,74.27655792236328
2021-05-27,5,1,2,1,0,0,74.59427642822266
2021-05-28,5,1,2,1,0,0,74.29469299316406
2021-06-01,6,1,2,1,0,0,76.32818603515625
2021-06-02,6,1,2,1,0,0,75.94691467285156
2021-06-03,6,1,2,1,0,0,74.44902801513672
2021-06-04,6,1,2,1,0,0,75.07542419433594
2021-06-07,6,1,2,1,0,0,74.40364837646484
2021-06-08,6,1,2,1,0,0,73.96790313720703
2021-06-09,6,1,2,1,0,0,73.85896301269531
2021-06-10,6,1,2,1,0,0,74.38390350341797
2021-06-11,6,1,2,1,0,0,74.1291732788086
2021-06-14,6,1,2,1,0,0,74.28382873535156
2021-06-15,6,1,2,1,0,0,73.17389678955078
2021-06-16,6,1,2,1,0,0,72.03665161132812
2021-06-17,6,1,2,1,0,0,73.17389678955078
2021-06-18,6,1,2,1,0,0,73.07381439208984
2021-06-21,6,1,2,1,0,0,73.02831268310547
2021-06-22,6,1,2,1,0,0,72.50064849853516
2021-06-23,6,1,2,1,0,0,73.43772888183594
2021-06-24,6,1,2,1,0,0,74.27472686767578
2021-06-25,6,1,2,1,0,0,75.53022766113281
2021-06-28,6,1,2,1,0,0,75.97603607177734
2021-06-29,6,1,2,1,0,0,75.80316162109375
2021-06-30,6,1,2,1,0,0,75.00254821777344
2021-07-01,7,2,3,1,0,0,74.39300537109375
2021-07-02,7,2,3,1,0,0,73.30125427246094
2021-07-06,7,2,3,1,0,0,71.26334381103516
2021-07-07,7,2,3,1,0,0,70.97221374511719
2021-07-08,7,2,3,1,0,0,68.91609191894531
2021-07-09,7,2,3,1,0,0,70.71747589111328
2021-07-12,7,2,3,1,0,0,70.4809341430664
2021-07-13,7,2,3,1,0,0,71.26334381103516
2021-07-14,7,2,3,1,0,0,71.17236328125
2021-07-15,7,2,3,1,0,0,71.8274154663086
2021-07-16,7,2,3,1,0,0,70.97221374511719
2021-07-19,7,2,3,1,0,0,70.02603912353516
2021-07-20,7,2,3,1,0,0,69.90777587890625
2021-07-21,7,2,3,1,0,0,70.54461669921875
2021-07-22,7,2,3,1,0,0,70.5355224609375
2021-07-23,7,2,3,1,0,0,68.08820343017578
2021-07-26,7,2,3,1,0,0,64.25800323486328
2021-07-27,7,2,3,1,0,0,61.67422866821289
2021-07-28,7,2,3,1,0,0,65.48622131347656
2021-07-29,7,2,3,1,0,0,65.24967956542969
2021-07-30,7,2,3,1,0,0,64.84026336669922
2021-08-02,8,2,3,1,0,0,65.70455932617188
2021-08-03,8,2,3,1,0,0,64.93125915527344
2021-08-04,8,2,3,1,0,0,65.86833190917969
2021-08-05,8,2,3,1,0,0,65.10411071777344
2021-08-06,8,2,3,1,0,0,64.30349731445312
2021-08-09,8,2,3,1,0,0,65.4498291015625
2021-08-10,8,2,3,1,0,0,66.03209686279297
2021-08-11,8,2,3,1,0,0,66.18675231933594
2021-08-12,8,2,3,1,0,0,65.122314453125
2021-08-13,8,2,3,1,0,0,64.7765884399414
2021-08-16,8,2,3,1,0,0,63.53927230834961
2021-08-17,8,2,3,1,0,0,61.71971130371094
2021-08-18,8,2,3,1,0,0,62.138214111328125
2021-08-19,8,2,3,1,0,0,60.54609680175781
2021-08-20,8,2,3,1,0,0,60.16398239135742
2021-08-23,8,2,3,1,0,0,61.47407531738281
2021-08-24,8,2,3,1,0,0,64.15792846679688
2021-08-25,8,2,3,1,0,0,63.67575454711914
2021-08-26,8,2,3,1,0,0,62.69317626953125
2021-08-27,8,2,3,1,0,0,62.756866455078125
2021-08-30,8,2,3,1,0,0,62.993412017822266
2021-08-31,8,2,3,1,0,0,64.40357971191406
2021-09-01,9,2,3,1,0,0,66.05028533935547
2021-09-02,9,2,3,1,0,0,65.58628845214844
2021-09-03,9,2,3,1,0,0,65.54080200195312
2021-09-07,9,2,3,1,0,0,67.26939392089844
2021-09-08,9,2,3,1,0,0,66.23225402832031
2021-09-09,9,2,3,1,0,0,65.6408920288086
