Date,mes,semestre,quadrimestre,covid,trump,guerra_ucrania,MSCI INDIA
2019-10-11,10,2,4,0,1,0,30.51019859313965
2019-10-14,10,2,4,0,1,0,30.380481719970703
2019-10-15,10,2,4,0,1,0,30.639907836914062
2019-10-16,10,2,4,0,1,0,30.797422409057617
2019-10-17,10,2,4,0,1,0,31.18655776977539
2019-10-18,10,2,4,0,1,0,31.52936744689941
2019-10-21,10,2,4,0,1,0,31.473773956298828
2019-10-22,10,2,4,0,1,0,31.288471221923828
2019-10-23,10,2,4,0,1,0,31.48303985595703
2019-10-24,10,2,4,0,1,0,31.31626510620117
2019-10-25,10,2,4,0,1,0,31.566425323486328
2019-10-28,10,2,4,0,1,0,31.640552520751957
2019-10-29,10,2,4,0,1,0,31.99262046813965
2019-10-30,10,2,4,0,1,0,32.279842376708984
2019-10-31,10,2,4,0,1,0,32.10380172729492
2019-11-01,11,2,4,0,1,0,32.483673095703125
2019-11-04,11,2,4,0,1,0,32.400291442871094
2019-11-05,11,2,4,0,1,0,32.34469985961914
2019-11-06,11,2,4,0,1,0,32.4280891418457
2019-11-07,11,2,4,0,1,0,32.40955352783203
2019-11-08,11,2,4,0,1,0,31.890701293945312
2019-11-11,11,2,4,0,1,0,31.81658935546875
2019-11-12,11,2,4,0,1,0,31.61275291442871
2019-11-13,11,2,4,0,1,0,31.381118774414062
2019-11-14,11,2,4,0,1,0,31.455242156982425
2019-11-15,11,2,4,0,1,0,31.659080505371094
2019-11-18,11,2,4,0,1,0,31.55716323852539
2019-11-19,11,2,4,0,1,0,31.71466445922852
2019-11-20,11,2,4,0,1,0,31.918502807617188
2019-11-21,11,2,4,0,1,0,31.7609920501709
2019-11-22,11,2,4,0,1,0,31.68687629699707
2019-11-25,11,2,4,0,1,0,32.34469985961914
2019-11-26,11,2,4,0,1,0,32.233516693115234
2019-11-27,11,2,4,0,1,0,32.483673095703125
2019-11-29,11,2,4,0,1,0,31.92776107788086
2019-12-02,12,2,4,0,1,0,32.15939712524414
2019-12-03,12,2,4,0,1,0,31.844383239746094
2019-12-04,12,2,4,0,1,0,32.252052307128906
2019-12-05,12,2,4,0,1,0,32.224246978759766
2019-12-06,12,2,4,0,1,0,31.890701293945312
2019-12-09,12,2,4,0,1,0,32.10380172729492
2019-12-10,12,2,4,0,1,0,31.93703269958496
2019-12-11,12,2,4,0,1,0,32.27058029174805
2019-12-12,12,2,4,0,1,0,32.44661331176758
2019-12-13,12,2,4,0,1,0,32.61338806152344
2019-12-16,12,2,4,0,1,0,32.40287399291992
2019-12-17,12,2,4,0,1,0,32.69963073730469
2019-12-18,12,2,4,0,1,0,32.681087493896484
2019-12-19,12,2,4,0,1,0,32.82019805908203
2019-12-20,12,2,4,0,1,0,32.87583541870117
2019-12-23,12,2,4,0,1,0,32.79237365722656
2019-12-24,12,2,4,0,1,0,32.67181396484375
2019-12-26,12,2,4,0,1,0,32.514156341552734
2019-12-27,12,2,4,0,1,0,32.73673629760742
2019-12-30,12,2,4,0,1,0,32.625450134277344
2019-12-31,12,2,4,0,1,0,32.597625732421875
2020-01-02,1,1,1,0,1,0,32.99640274047852
2020-01-03,1,1,1,0,1,0,32.43996810913086
2020-01-06,1,1,1,0,1,0,32.05973815917969
2020-01-07,1,1,1,0,1,0,32.01337432861328
2020-01-08,1,1,1,0,1,0,32.43996810913086
2020-01-09,1,1,1,0,1,0,32.87583541870117
2020-01-10,1,1,1,0,1,0,33.02422332763672
2020-01-13,1,1,1,0,1,0,33.46936798095703
2020-01-14,1,1,1,0,1,0,33.404449462890625
2020-01-15,1,1,1,0,1,0,33.34880065917969
2020-01-16,1,1,1,0,1,0,33.339534759521484
2020-01-17,1,1,1,0,1,0,33.552833557128906
2020-01-21,1,1,1,0,0,0,32.82019805908203
2020-01-22,1,1,1,0,0,0,32.91293716430664
2020-01-23,1,1,1,0,0,0,32.8665657043457
2020-01-24,1,1,1,0,0,0,33.005672454833984
2020-01-27,1,1,1,0,0,0,32.597625732421875
2020-01-28,1,1,1,0,0,0,32.755279541015625
2020-01-29,1,1,1,0,0,0,32.79237365722656
2020-01-30,1,1,1,0,0,0,32.37504959106445
2020-01-31,1,1,1,1,0,0,31.98554992675781
2020-02-03,2,1,1,1,0,0,31.56822204589844
2020-02-04,2,1,1,1,0,0,32.33795547485352
2020-02-05,2,1,1,1,0,0,32.606895446777344
2020-02-06,2,1,1,1,0,0,32.85729217529297
2020-02-07,2,1,1,1,0,0,32.504886627197266
2020-02-10,2,1,1,1,0,0,32.681087493896484
2020-02-11,2,1,1,1,0,0,32.89439392089844
2020-02-12,2,1,1,1,0,0,33.09841537475586
2020-02-13,2,1,1,1,0,0,32.8109245300293
2020-02-14,2,1,1,1,0,0,32.56052780151367
2020-02-18,2,1,1,1,0,0,32.35650634765625
2020-02-19,2,1,1,1,0,0,32.72745895385742
2020-02-20,2,1,1,1,0,0,32.32868194580078
2020-02-21,2,1,1,1,0,0,32.291587829589844
2020-02-24,2,1,1,1,0,0,31.41057014465332
2020-02-25,2,1,1,1,0,0,31.28073501586914
2020-02-26,2,1,1,1,0,0,31.33637809753418
2020-02-27,2,1,1,1,0,0,30.78922462463379
2020-02-28,2,1,1,1,0,0,29.852561950683597
2020-03-02,3,1,1,1,0,0,29.713451385498047
2020-03-03,3,1,1,1,0,0,29.639259338378903
2020-03-04,3,1,1,1,0,0,29.667085647583008
2020-03-05,3,1,1,1,0,0,28.507850646972656
2020-03-06,3,1,1,1,0,0,28.442934036254883
2020-03-09,3,1,1,1,0,0,26.89419937133789
2020-03-10,3,1,1,1,0,0,27.77521514892578
2020-03-11,3,1,1,1,0,0,26.55106544494629
2020-03-12,3,1,1,1,0,0,23.286666870117188
2020-03-13,3,1,1,1,0,0,26.254301071166992
2020-03-16,3,1,1,1,0,0,22.20162582397461
2020-03-17,3,1,1,1,0,0,24.41807746887207
2020-03-18,3,1,1,1,0,0,21.654468536376957
2020-03-19,3,1,1,1,0,0,21.153676986694336
2020-03-20,3,1,1,1,0,0,21.394800186157227
2020-03-23,3,1,1,1,0,0,19.01141929626465
2020-03-24,3,1,1,1,0,0,20.05936050415039
2020-03-25,3,1,1,1,0,0,21.58955192565918
2020-03-26,3,1,1,1,0,0,23.43504905700684
2020-03-27,3,1,1,1,0,0,22.016149520874023
2020-03-30,3,1,1,1,0,0,21.88631629943848
2020-03-31,3,1,1,1,0,0,22.359281539916992
2020-04-01,4,1,2,1,0,0,20.70853614807129
2020-04-02,4,1,2,1,0,0,21.246417999267575
2020-04-03,4,1,2,1,0,0,20.41176986694336
2020-04-06,4,1,2,1,0,0,21.95123291015625
2020-04-07,4,1,2,1,0,0,22.591127395629883
2020-04-08,4,1,2,1,0,0,23.351585388183597
2020-04-09,4,1,2,1,0,0,23.611251831054688
2020-04-13,4,1,2,1,0,0,23.397951126098636
2020-04-14,4,1,2,1,0,0,24.09349250793457
2020-04-15,4,1,2,1,0,0,22.943531036376957
2020-04-16,4,1,2,1,0,0,23.19392967224121
2020-04-17,4,1,2,1,0,0,24.047122955322266
2020-04-20,4,1,2,1,0,0,23.620525360107425
2020-04-21,4,1,2,1,0,0,22.87861633300781
2020-04-22,4,1,2,1,0,0,24.0749454498291
2020-04-23,4,1,2,1,0,0,24.214054107666016
2020-04-24,4,1,2,1,0,0,23.889467239379883
2020-04-27,4,1,2,1,0,0,24.687021255493164
2020-04-28,4,1,2,1,0,0,24.622100830078125
2020-04-29,4,1,2,1,0,0,25.651500701904297
2020-04-30,4,1,2,1,0,0,25.08579444885254
2020-05-01,5,1,2,1,0,0,24.316064834594727
2020-05-04,5,1,2,1,0,0,24.66847038269043
2020-05-05,5,1,2,1,0,0,24.18623161315918
2020-05-06,5,1,2,1,0,0,23.843097686767575
2020-05-07,5,1,2,1,0,0,24.27896881103516
2020-05-08,5,1,2,1,0,0,24.78903007507324
2020-05-11,5,1,2,1,0,0,24.334613800048828
2020-05-12,5,1,2,1,0,0,25.39183235168457
2020-05-13,5,1,2,1,0,0,24.594282150268555
2020-05-14,5,1,2,1,0,0,24.622100830078125
2020-05-15,5,1,2,1,0,0,24.102766036987305
2020-05-18,5,1,2,1,0,0,24.390256881713867
2020-05-19,5,1,2,1,0,0,23.703990936279297
2020-05-20,5,1,2,1,0,0,24.408802032470703
2020-05-21,5,1,2,1,0,0,24.29751968383789
2020-05-22,5,1,2,1,0,0,24.223329544067383
2020-05-26,5,1,2,1,0,0,24.20477867126465
2020-05-27,5,1,2,1,0,0,24.57573127746582
2020-05-28,5,1,2,1,0,0,24.87249565124512
2020-05-29,5,1,2,1,0,0,25.493844985961918
2020-06-01,6,1,2,1,0,0,26.143014907836918
2020-06-02,6,1,2,1,0,0,26.755090713500977
2020-06-03,6,1,2,1,0,0,26.884923934936523
2020-06-04,6,1,2,1,0,0,26.46760368347168
2020-06-05,6,1,2,1,0,0,27.107498168945312
2020-06-08,6,1,2,1,0,0,27.16314125061035
2020-06-09,6,1,2,1,0,0,26.708721160888672
2020-06-10,6,1,2,1,0,0,26.91274642944336
2020-06-11,6,1,2,1,0,0,24.82612609863281
2020-06-12,6,1,2,1,0,0,26.18938446044922
2020-06-15,6,1,2,1,0,0,26.232158660888672
2020-06-16,6,1,2,1,0,0,25.776514053344727
2020-06-17,6,1,2,1,0,0,26.00898742675781
2020-06-18,6,1,2,1,0,0,26.241458892822266
2020-06-19,6,1,2,1,0,0,26.65060806274414
2020-06-22,6,1,2,1,0,0,27.301532745361328
2020-06-23,6,1,2,1,0,0,27.561899185180664
2020-06-24,6,1,2,1,0,0,26.920278549194336
2020-06-25,6,1,2,1,0,0,27.273637771606445
2020-06-26,6,1,2,1,0,0,27.013267517089844
2020-06-29,6,1,2,1,0,0,27.16204833984375
2020-06-30,6,1,2,1,0,0,26.98536872863769
2020-07-01,7,2,3,1,0,0,27.58979797363281
2020-07-02,7,2,3,1,0,0,28.240720748901367
2020-07-06,7,2,3,1,0,0,28.83584976196289
2020-07-07,7,2,3,1,0,0,28.6684684753418
2020-07-08,7,2,3,1,0,0,28.575477600097656
2020-07-09,7,2,3,1,0,0,28.61267471313477
2020-07-10,7,2,3,1,0,0,28.621973037719727
2020-07-13,7,2,3,1,0,0,28.649871826171875
2020-07-14,7,2,3,1,0,0,28.454593658447266
2020-07-15,7,2,3,1,0,0,28.594078063964844
2020-07-16,7,2,3,1,0,0,28.826547622680664
2020-07-17,7,2,3,1,0,0,29.300790786743164
2020-07-20,7,2,3,1,0,0,29.709943771362305
2020-07-21,7,2,3,1,0,0,29.8773250579834
2020-07-22,7,2,3,1,0,0,29.886625289916992
2020-07-23,7,2,3,1,0,0,29.719240188598636
2020-07-24,7,2,3,1,0,0,29.95171546936035
2020-07-27,7,2,3,1,0,0,30.174888610839844
2020-07-28,7,2,3,1,0,0,30.277175903320312
2020-07-29,7,2,3,1,0,0,30.28647804260254
2020-07-30,7,2,3,1,0,0,29.95171546936035
2020-07-31,7,2,3,1,0,0,29.700645446777344
2020-08-03,8,2,3,1,0,0,29.579757690429688
2020-08-04,8,2,3,1,0,0,30.10979461669922
2020-08-05,8,2,3,1,0,0,30.24928092956543
2020-08-06,8,2,3,1,0,0,30.537540435791016
2020-08-07,8,2,3,1,0,0,30.42595672607422
2020-08-10,8,2,3,1,0,0,30.74212455749512
2020-08-11,8,2,3,1,0,0,30.5654411315918
2020-08-12,8,2,3,1,0,0,30.890905380249023
2020-08-13,8,2,3,1,0,0,30.69562339782715
2020-08-14,8,2,3,1,0,0,30.621238708496094
2020-08-17,8,2,3,1,0,0,30.86300277709961
2020-08-18,8,2,3,1,0,0,31.123374938964844
2020-08-19,8,2,3,1,0,0,30.78861427307129
2020-08-20,8,2,3,1,0,0,30.84440803527832
2020-08-21,8,2,3,1,0,0,30.77001571655273
2020-08-24,8,2,3,1,0,0,31.244258880615234
2020-08-25,8,2,3,1,0,0,31.300058364868164
2020-08-26,8,2,3,1,0,0,31.50463104248047
2020-08-27,8,2,3,1,0,0,31.579015731811523
2020-08-28,8,2,3,1,0,0,32.14624786376953
2020-08-31,8,2,3,1,0,0,31.030384063720703
2020-09-01,9,2,3,1,0,0,31.597620010375977
2020-09-02,9,2,3,1,0,0,31.681306838989254
2020-09-03,9,2,3,1,0,0,31.244258880615234
2020-09-04,9,2,3,1,0,0,31.086179733276367
2020-09-08,9,2,3,1,0,0,30.677026748657227
2020-09-09,9,2,3,1,0,0,31.244258880615234
2020-09-10,9,2,3,1,0,0,31.35585021972656
2020-09-11,9,2,3,1,0,0,31.51392936706543
2020-09-14,9,2,3,1,0,0,31.876583099365234
2020-09-15,9,2,3,1,0,0,31.978872299194336
2020-09-16,9,2,3,1,0,0,32.13695526123047
2020-09-17,9,2,3,1,0,0,32.11835479736328
2020-09-18,9,2,3,1,0,0,31.876583099365234
2020-09-21,9,2,3,1,0,0,31.42093849182129
2020-09-22,9,2,3,1,0,0,31.0954704284668
2020-09-23,9,2,3,1,0,0,30.602638244628903
2020-09-24,9,2,3,1,0,0,30.14698982238769
2020-09-25,9,2,3,1,0,0,30.74212455749512
2020-09-28,9,2,3,1,0,0,31.21636390686035
2020-09-29,9,2,3,1,0,0,31.244258880615234
2020-09-30,9,2,3,1,0,0,31.48603057861328
2020-10-01,10,2,4,1,0,0,31.950971603393555
2020-10-02,10,2,4,1,0,0,31.69061088562012
2020-10-05,10,2,4,1,0,0,32.28573989868164
2020-10-06,10,2,4,1,0,0,32.350830078125
2020-10-07,10,2,4,1,0,0,32.67628860473633
2020-10-08,10,2,4,1,0,0,32.74137878417969
2020-10-09,10,2,4,1,0,0,33.0947380065918
2020-10-12,10,2,4,1,0,0,32.9366569519043
2020-10-13,10,2,4,1,0,0,32.68558883666992
2020-10-14,10,2,4,1,0,0,32.96455001831055
2020-10-15,10,2,4,1,0,0,32.32292556762695
2020-10-16,10,2,4,1,0,0,32.38802719116211
2020-10-19,10,2,4,1,0,0,32.471710205078125
2020-10-20,10,2,4,1,0,0,32.58330535888672
2020-10-21,10,2,4,1,0,0,32.55540466308594
2020-10-22,10,2,4,1,0,0,32.369422912597656
2020-10-23,10,2,4,1,0,0,32.536808013916016
2020-10-26,10,2,4,1,0,0,31.876583099365234
2020-10-27,10,2,4,1,0,0,32.11835479736328
2020-10-28,10,2,4,1,0,0,31.18846702575684
2020-10-29,10,2,4,1,0,0,31.262859344482425
2020-10-30,10,2,4,1,0,0,31.23496437072754
2020-11-02,11,2,4,1,0,0,31.32794761657715
2020-11-03,11,2,4,1,0,0,31.560422897338867
2020-11-04,11,2,4,1,0,0,32.39732360839844
2020-11-05,11,2,4,1,0,0,32.815773010253906
2020-11-06,11,2,4,1,0,0,33.11333465576172
2020-11-09,11,2,4,1,0,0,33.89444732666016
2020-11-10,11,2,4,1,0,0,33.466697692871094
2020-11-11,11,2,4,1,0,0,33.671268463134766
2020-11-12,11,2,4,1,0,0,33.243526458740234
2020-11-13,11,2,4,1,0,0,33.80145263671875
2020-11-16,11,2,4,1,0,0,34.16411209106445
2020-11-17,11,2,4,1,0,0,34.10831832885742
2020-11-18,11,2,4,1,0,0,34.0432243347168
2020-11-19,11,2,4,1,0,0,33.922340393066406
2020-11-20,11,2,4,1,0,0,33.931636810302734
2020-11-23,11,2,4,1,0,0,34.0432243347168
2020-11-24,11,2,4,1,0,0,34.61045837402344
2020-11-25,11,2,4,1,0,0,34.25709915161133
2020-11-27,11,2,4,1,0,0,34.38728713989258
2020-11-30,11,2,4,1,0,0,33.922340393066406
2020-12-01,12,2,4,1,0,0,34.9824104309082
2020-12-02,12,2,4,1,0,0,34.880123138427734
2020-12-03,12,2,4,1,0,0,35.028907775878906
2020-12-04,12,2,4,1,0,0,35.36366653442383
2020-12-07,12,2,4,1,0,0,35.62403869628906
2020-12-08,12,2,4,1,0,0,35.71702575683594
2020-12-09,12,2,4,1,0,0,35.68913269042969
2020-12-10,12,2,4,1,0,0,35.94020080566406
2020-12-11,12,2,4,1,0,0,35.828609466552734
2020-12-14,12,2,4,1,0,0,35.80255508422852
2020-12-15,12,2,4,1,0,0,36.34233856201172
2020-12-16,12,2,4,1,0,0,36.295806884765625
2020-12-17,12,2,4,1,0,0,36.565696716308594
2020-12-18,12,2,4,1,0,0,36.60292434692383
2020-12-21,12,2,4,1,0,0,35.36513900756836
2020-12-22,12,2,4,1,0,0,35.644344329833984
2020-12-23,12,2,4,1,0,0,36.25857925415039
2020-12-24,12,2,4,1,0,0,36.63084030151367
2020-12-28,12,2,4,1,0,0,36.96588134765625
2020-12-29,12,2,4,1,0,0,37.1054801940918
2020-12-30,12,2,4,1,0,0,37.31953048706055
2020-12-31,12,2,4,1,0,0,37.43121337890625
2021-01-04,1,1,1,1,0,0,37.51497268676758
2021-01-05,1,1,1,1,0,0,38.19435119628906
2021-01-06,1,1,1,1,0,0,38.0733642578125
2021-01-07,1,1,1,1,0,0,37.89654159545898
2021-01-08,1,1,1,1,0,0,38.78997802734375
2021-01-11,1,1,1,1,0,0,38.57592391967773
2021-01-12,1,1,1,1,0,0,38.92026901245117
2021-01-13,1,1,1,1,0,0,38.771366119384766
2021-01-14,1,1,1,1,0,0,38.90165710449219
2021-01-15,1,1,1,1,0,0,38.14782333374024
2021-01-19,1,1,1,1,0,0,38.278114318847656
2021-01-20,1,1,1,1,0,0,39.07848739624024
2021-01-21,1,1,1,1,0,0,38.90165710449219
2021-01-22,1,1,1,1,0,0,38.48285675048828
2021-01-25,1,1,1,1,0,0,37.850006103515625
2021-01-26,1,1,1,1,0,0,37.8406982421875
2021-01-27,1,1,1,1,0,0,37.04964065551758
2021-01-28,1,1,1,1,0,0,37.61734390258789
2021-01-29,1,1,1,1,0,0,36.42609024047852
2021-02-01,2,1,1,1,0,0,37.89654159545898
2021-02-02,2,1,1,1,0,0,38.799278259277344
2021-02-03,2,1,1,1,0,0,39.09709167480469
2021-02-04,2,1,1,1,0,0,39.2832260131836
2021-02-05,2,1,1,1,0,0,39.2832260131836
2021-02-08,2,1,1,1,0,0,39.72063827514648
2021-02-09,2,1,1,1,0,0,39.58103942871094
2021-02-10,2,1,1,1,0,0,39.59034729003906
2021-02-11,2,1,1,1,0,0,40.01844787597656
2021-02-12,2,1,1,1,0,0,40.02775955200195
2021-02-16,2,1,1,1,0,0,39.94399642944336
2021-02-17,2,1,1,1,0,0,40.111515045166016
2021-02-18,2,1,1,1,0,0,39.981224060058594
2021-02-19,2,1,1,1,0,0,39.76717376708984
2021-02-22,2,1,1,1,0,0,39.01333618164063
2021-02-23,2,1,1,1,0,0,39.42282485961914
2021-02-24,2,1,1,1,0,0,39.81370162963867
2021-02-25,2,1,1,1,0,0,39.12501525878906
2021-02-26,2,1,1,1,0,0,38.1850471496582
2021-03-01,3,1,1,1,0,0,39.12501525878906
2021-03-02,3,1,1,1,0,0,39.49728012084961
2021-03-03,3,1,1,1,0,0,39.8230094909668
2021-03-04,3,1,1,1,0,0,39.43213653564453
2021-03-05,3,1,1,1,0,0,39.63687896728516
2021-03-08,3,1,1,1,0,0,39.32045364379883
2021-03-09,3,1,1,1,0,0,40.111515045166016
2021-03-10,3,1,1,1,0,0,40.24180603027344
2021-03-11,3,1,1,1,0,0,40.75367736816406
2021-03-12,3,1,1,1,0,0,39.89746475219727
2021-03-15,3,1,1,1,0,0,39.76717376708984
2021-03-16,3,1,1,1,0,0,40.0929069519043
2021-03-17,3,1,1,1,0,0,39.59034729003906
2021-03-18,3,1,1,1,0,0,38.50146865844727
2021-03-19,3,1,1,1,0,0,39.515892028808594
2021-03-22,3,1,1,1,0,0,39.59965133666992
2021-03-23,3,1,1,1,0,0,39.34836959838867
2021-03-24,3,1,1,1,0,0,38.93888473510742
2021-03-25,3,1,1,1,0,0,38.63176345825195
2021-03-26,3,1,1,1,0,0,39.57173156738281
2021-03-29,3,1,1,1,0,0,39.13432312011719
2021-03-30,3,1,1,1,0,0,39.05986785888672
2021-03-31,3,1,1,1,0,0,39.25531005859375
2021-04-01,4,1,2,1,0,0,39.44144058227539
2021-04-05,4,1,2,1,0,0,39.04125595092773
2021-04-06,4,1,2,1,0,0,39.14363098144531
2021-04-07,4,1,2,1,0,0,38.799278259277344
2021-04-08,4,1,2,1,0,0,39.04125595092773
2021-04-09,4,1,2,1,0,0,38.799278259277344
2021-04-12,4,1,2,1,0,0,37.3753662109375
2021-04-13,4,1,2,1,0,0,37.63595581054688
2021-04-14,4,1,2,1,0,0,38.0733642578125
2021-04-15,4,1,2,1,0,0,38.25019073486328
2021-04-16,4,1,2,1,0,0,38.33395004272461
2021-04-19,4,1,2,1,0,0,37.38467788696289
2021-04-20,4,1,2,1,0,0,36.7890510559082
2021-04-21,4,1,2,1,0,0,36.86351013183594
2021-04-22,4,1,2,1,0,0,37.04033279418945
2021-04-23,4,1,2,1,0,0,37.27299499511719
2021-04-26,4,1,2,1,0,0,37.82208633422852
2021-04-27,4,1,2,1,0,0,38.24088668823242
2021-04-28,4,1,2,1,0,0,38.68760299682617
2021-04-29,4,1,2,1,0,0,38.799278259277344
2021-04-30,4,1,2,1,0,0,38.17573928833008
2021-05-03,5,1,2,1,0,0,38.64107131958008
2021-05-04,5,1,2,1,0,0,38.12920379638672
2021-05-05,5,1,2,1,0,0,38.78997802734375
2021-05-06,5,1,2,1,0,0,39.273921966552734
2021-05-07,5,1,2,1,0,0,39.7764778137207
2021-05-10,5,1,2,1,0,0,39.39490509033203
2021-05-11,5,1,2,1,0,0,39.4693603515625
2021-05-12,5,1,2,1,0,0,38.44563293457031
2021-05-13,5,1,2,1,0,0,39.004032135009766
2021-05-14,5,1,2,1,0,0,39.49728012084961
2021-05-17,5,1,2,1,0,0,39.89746475219727
2021-05-18,5,1,2,1,0,0,40.15805435180664
2021-05-19,5,1,2,1,0,0,40.204586029052734
2021-05-20,5,1,2,1,0,0,40.204586029052734
2021-05-21,5,1,2,1,0,0,40.10221099853516
2021-05-24,5,1,2,1,0,0,40.576847076416016
2021-05-25,5,1,2,1,0,0,40.54892349243164
2021-05-26,5,1,2,1,0,0,41.014259338378906
2021-05-27,5,1,2,1,0,0,41.18178176879883
2021-05-28,5,1,2,1,0,0,41.20969772338867
2021-06-01,6,1,2,1,0,0,41.58196640014648
2021-06-02,6,1,2,1,0,0,41.907691955566406
2021-06-03,6,1,2,1,0,0,41.85185623168945
2021-06-04,6,1,2,1,0,0,42.233428955078125
2021-06-07,6,1,2,1,0,0,42.24273300170898
2021-06-08,6,1,2,1,0,0,42.186893463134766
2021-06-09,6,1,2,1,0,0,42.01006317138672
2021-06-10,6,1,2,1,0,0,42.20755386352539
2021-06-11,6,1,2,1,0,0,42.11439895629883
2021-06-14,6,1,2,1,0,0,42.105079650878906
2021-06-15,6,1,2,1,0,0,41.9280891418457
2021-06-16,6,1,2,1,0,0,41.4530143737793
2021-06-17,6,1,2,1,0,0,41.322601318359375
2021-06-18,6,1,2,1,0,0,40.9686164855957
2021-06-21,6,1,2,1,0,0,41.52753829956055
2021-06-22,6,1,2,1,0,0,41.415748596191406
2021-06-23,6,1,2,1,0,0,41.22013092041016
2021-06-24,6,1,2,1,0,0,41.38780212402344
2021-06-25,6,1,2,1,0,0,41.415748596191406
2021-06-28,6,1,2,1,0,0,41.546165466308594
2021-06-29,6,1,2,1,0,0,41.415748596191406
2021-06-30,6,1,2,1,0,0,41.22013092041016
2021-07-01,7,2,3,1,0,0,41.08971786499024
2021-07-02,7,2,3,1,0,0,41.350547790527344
2021-07-06,7,2,3,1,0,0,40.97793197631836
2021-07-07,7,2,3,1,0,0,41.20149993896485
2021-07-08,7,2,3,1,0,0,40.89410018920898
2021-07-09,7,2,3,1,0,0,41.294654846191406
2021-07-12,7,2,3,1,0,0,41.31328201293945
2021-07-13,7,2,3,1,0,0,41.15492630004883
2021-07-14,7,2,3,1,0,0,41.406436920166016
2021-07-15,7,2,3,1,0,0,41.49958801269531
2021-07-16,7,2,3,1,0,0,41.20149993896485
2021-07-19,7,2,3,1,0,0,40.81025695800781
2021-07-20,7,2,3,1,0,0,41.08039474487305
2021-07-21,7,2,3,1,0,0,41.15492630004883
2021-07-22,7,2,3,1,0,0,41.397117614746094
2021-07-23,7,2,3,1,0,0,41.47164535522461
2021-07-26,7,2,3,1,0,0,41.74178314208984
2021-07-27,7,2,3,1,0,0,41.248077392578125
2021-07-28,7,2,3,1,0,0,41.37848663330078
2021-07-29,7,2,3,1,0,0,41.57411193847656
2021-07-30,7,2,3,1,0,0,41.630001068115234
2021-08-02,8,2,3,1,0,0,41.69520950317383
2021-08-03,8,2,3,1,0,0,42.673316955566406
2021-08-04,8,2,3,1,0,0,42.53358459472656
2021-08-05,8,2,3,1,0,0,42.859619140625
2021-08-06,8,2,3,1,0,0,42.54290008544922
2021-08-09,8,2,3,1,0,0,42.31001663208008
2021-08-10,8,2,3,1,0,0,42.32864761352539
2021-08-11,8,2,3,1,0,0,42.65468215942383
2021-08-12,8,2,3,1,0,0,42.710575103759766
2021-08-13,8,2,3,1,0,0,43.05524063110352
2021-08-16,8,2,3,1,0,0,43.29743957519531
2021-08-17,8,2,3,1,0,0,43.18565368652344
2021-08-18,8,2,3,1,0,0,42.81304168701172
2021-08-19,8,2,3,1,0,0,42.65468215942383
2021-08-20,8,2,3,1,0,0,43.12044525146485
2021-08-23,8,2,3,1,0,0,43.18565368652344
2021-08-24,8,2,3,1,0,0,43.44648361206055
2021-08-25,8,2,3,1,0,0,43.44648361206055
2021-08-26,8,2,3,1,0,0,43.37196350097656
2021-08-27,8,2,3,1,0,0,44.312801361083984
2021-08-30,8,2,3,1,0,0,44.72267532348633
2021-08-31,8,2,3,1,0,0,45.27227783203125
2021-09-01,9,2,3,1,0,0,45.5237922668457
