Date,mes,semestre,quadrimestre,covid,trump,guerra_ucrania,MSCI SOUTH AFRICA
2017-11-21,11,2,4,0,1,0,43.00305938720703
2017-11-22,11,2,4,0,1,0,42.92186737060547
2017-11-24,11,2,4,0,1,0,42.47532653808594
2017-11-27,11,2,4,0,1,0,42.68506240844727
2017-11-28,11,2,4,0,1,0,43.64580154418945
2017-11-29,11,2,4,0,1,0,43.56461715698242
2017-11-30,11,2,4,0,1,0,43.31428146362305
2017-12-01,12,2,4,0,1,0,42.96245956420898
2017-12-04,12,2,4,0,1,0,43.12483596801758
2017-12-05,12,2,4,0,1,0,43.35487747192383
2017-12-06,12,2,4,0,1,0,42.04908752441406
2017-12-07,12,2,4,0,1,0,41.35221481323242
2017-12-08,12,2,4,0,1,0,41.575477600097656
2017-12-11,12,2,4,0,1,0,41.379276275634766
2017-12-12,12,2,4,0,1,0,40.50649642944336
2017-12-13,12,2,4,0,1,0,41.73109436035156
2017-12-14,12,2,4,0,1,0,41.54165267944336
2017-12-15,12,2,4,0,1,0,42.56328201293945
2017-12-18,12,2,4,0,1,0,44.60653305053711
2017-12-19,12,2,4,0,1,0,45.0142707824707
2017-12-20,12,2,4,0,1,0,45.06207275390625
2017-12-21,12,2,4,0,1,0,45.663082122802734
2017-12-22,12,2,4,0,1,0,46.23678207397461
2017-12-26,12,2,4,0,1,0,46.86510467529297
2017-12-27,12,2,4,0,1,0,47.288536071777344
2017-12-28,12,2,4,0,1,0,47.17243957519531
2017-12-29,12,2,4,0,1,0,47.80076599121094
2018-01-02,1,1,1,0,1,0,47.7666244506836
2018-01-03,1,1,1,0,1,0,47.97150802612305
2018-01-04,1,1,1,0,1,0,47.78711700439453
2018-01-05,1,1,1,0,1,0,48.19004821777344
2018-01-08,1,1,1,0,1,0,47.60270309448242
2018-01-09,1,1,1,0,1,0,47.9305305480957
2018-01-10,1,1,1,0,1,0,47.29537963867188
2018-01-11,1,1,1,0,1,0,46.926570892333984
2018-01-12,1,1,1,0,1,0,47.4934196472168
2018-01-16,1,1,1,0,1,0,47.91004943847656
2018-01-17,1,1,1,0,1,0,48.70227813720703
2018-01-18,1,1,1,0,1,0,49.412559509277344
2018-01-19,1,1,1,0,1,0,49.05742645263672
2018-01-22,1,1,1,0,1,0,50.191139221191406
2018-01-23,1,1,1,0,1,0,50.57361602783203
2018-01-24,1,1,1,0,1,0,51.17461395263672
2018-01-25,1,1,1,0,1,0,51.39316940307617
2018-01-26,1,1,1,0,1,0,51.89173126220703
2018-01-29,1,1,1,0,1,0,49.80186080932617
2018-01-30,1,1,1,0,1,0,48.88668441772461
2018-01-31,1,1,1,0,1,0,49.269142150878906
2018-02-01,2,1,1,0,1,0,48.70227813720703
2018-02-02,2,1,1,0,1,0,46.974388122558594
2018-02-05,2,1,1,0,1,0,44.5771598815918
2018-02-06,2,1,1,0,1,0,47.17243957519531
2018-02-07,2,1,1,0,1,0,45.97724533081055
2018-02-08,2,1,1,0,1,0,44.017127990722656
2018-02-09,2,1,1,0,1,0,45.28744888305664
2018-02-12,2,1,1,0,1,0,46.64655685424805
2018-02-13,2,1,1,0,1,0,47.500267028808594
2018-02-14,2,1,1,0,1,0,49.31695556640625
2018-02-15,2,1,1,0,1,0,51.27707290649414
2018-02-16,2,1,1,0,1,0,50.71019744873047
2018-02-20,2,1,1,0,1,0,49.234989166259766
2018-02-21,2,1,1,0,1,0,49.37841796875
2018-02-22,2,1,1,0,1,0,49.412559509277344
2018-02-23,2,1,1,0,1,0,51.42049026489258
2018-02-26,2,1,1,0,1,0,51.42731094360352
2018-02-27,2,1,1,0,1,0,49.46720504760742
2018-02-28,2,1,1,0,1,0,48.73643112182617
2018-03-01,3,1,1,0,1,0,48.64081573486328
2018-03-02,3,1,1,0,1,0,48.99595260620117
2018-03-05,3,1,1,0,1,0,49.39891052246094
2018-03-06,3,1,1,0,1,0,50.279930114746094
2018-03-07,3,1,1,0,1,0,50.437007904052734
2018-03-08,3,1,1,0,1,0,50.2867546081543
2018-03-09,3,1,1,0,1,0,50.80581283569336
2018-03-12,3,1,1,0,1,0,50.37554168701172
2018-03-13,3,1,1,0,1,0,49.6379508972168
2018-03-14,3,1,1,0,1,0,49.39207458496094
2018-03-15,3,1,1,0,1,0,48.62032318115234
2018-03-16,3,1,1,0,1,0,48.08761596679688
2018-03-19,3,1,1,0,1,0,47.752960205078125
2018-03-20,3,1,1,0,1,0,48.77058410644531
2018-03-21,3,1,1,0,1,0,49.28281021118164
2018-03-22,3,1,1,0,1,0,47.43196487426758
2018-03-23,3,1,1,0,1,0,46.7216796875
2018-03-26,3,1,1,0,1,0,48.75008392333984
2018-03-27,3,1,1,0,1,0,47.35000991821289
2018-03-28,3,1,1,0,1,0,46.26409912109375
2018-03-29,3,1,1,0,1,0,46.91973876953125
2018-04-02,4,1,2,0,1,0,45.792850494384766
2018-04-03,4,1,2,0,1,0,46.250431060791016
2018-04-04,4,1,2,0,1,0,46.45531463623047
2018-04-05,4,1,2,0,1,0,46.51679611206055
2018-04-06,4,1,2,0,1,0,45.54697799682617
2018-04-09,4,1,2,0,1,0,45.717716217041016
2018-04-10,4,1,2,0,1,0,46.64655685424805
2018-04-11,4,1,2,0,1,0,46.42800521850586
2018-04-12,4,1,2,0,1,0,46.15481948852539
2018-04-13,4,1,2,0,1,0,45.90895080566406
2018-04-16,4,1,2,0,1,0,46.47581100463867
2018-04-17,4,1,2,0,1,0,46.81729507446289
2018-04-18,4,1,2,0,1,0,47.73247528076172
2018-04-19,4,1,2,0,1,0,47.34317398071289
2018-04-20,4,1,2,0,1,0,46.7216796875
2018-04-23,4,1,2,0,1,0,45.560638427734375
2018-04-24,4,1,2,0,1,0,45.17818069458008
2018-04-25,4,1,2,0,1,0,44.61814880371094
2018-04-26,4,1,2,0,1,0,45.47867965698242
2018-04-27,4,1,2,0,1,0,45.87479782104492
2018-04-30,4,1,2,0,1,0,44.96645736694336
2018-05-01,5,1,2,0,1,0,44.399600982666016
2018-05-02,5,1,2,0,1,0,44.23567962646485
2018-05-03,5,1,2,0,1,0,44.18104934692383
2018-05-04,5,1,2,0,1,0,44.829864501953125
2018-05-07,5,1,2,0,1,0,44.61131286621094
2018-05-08,5,1,2,0,1,0,44.50204086303711
2018-05-09,5,1,2,0,1,0,44.78205871582031
2018-05-10,5,1,2,0,1,0,46.13433456420898
2018-05-11,5,1,2,0,1,0,46.359710693359375
2018-05-14,5,1,2,0,1,0,46.08652114868164
2018-05-15,5,1,2,0,1,0,44.08543395996094
2018-05-16,5,1,2,0,1,0,45.26696395874024
2018-05-17,5,1,2,0,1,0,44.30398178100586
2018-05-18,5,1,2,0,1,0,43.07464218139648
2018-05-21,5,1,2,0,1,0,42.95854187011719
2018-05-22,5,1,2,0,1,0,44.09909439086914
2018-05-23,5,1,2,0,1,0,44.31764221191406
2018-05-24,5,1,2,0,1,0,44.11274719238281
2018-05-25,5,1,2,0,1,0,44.017127990722656
2018-05-29,5,1,2,0,1,0,41.968238830566406
2018-05-30,5,1,2,0,1,0,42.91756057739258
2018-05-31,5,1,2,0,1,0,42.50094985961914
2018-06-01,6,1,2,0,1,0,43.68931579589844
2018-06-04,6,1,2,0,1,0,44.61131286621094
2018-06-05,6,1,2,0,1,0,43.05415725708008
2018-06-06,6,1,2,0,1,0,43.94884490966797
2018-06-07,6,1,2,0,1,0,42.41899871826172
2018-06-08,6,1,2,0,1,0,42.41217041015625
2018-06-11,6,1,2,0,1,0,41.7906608581543
2018-06-12,6,1,2,0,1,0,41.141849517822266
2018-06-13,6,1,2,0,1,0,41.23746490478516
2018-06-14,6,1,2,0,1,0,41.141849517822266
2018-06-15,6,1,2,0,1,0,40.80720138549805
2018-06-18,6,1,2,0,1,0,39.51639175415039
2018-06-19,6,1,2,0,1,0,38.55072021484375
2018-06-20,6,1,2,0,1,0,39.126102447509766
2018-06-21,6,1,2,0,1,0,39.133033752441406
2018-06-22,6,1,2,0,1,0,40.20062255859375
2018-06-25,6,1,2,0,1,0,39.27168655395508
2018-06-26,6,1,2,0,1,0,38.86267852783203
2018-06-27,6,1,2,0,1,0,37.191986083984375
2018-06-28,6,1,2,0,1,0,38.46060180664063
2018-06-29,6,1,2,0,1,0,39.90252685546875
2018-07-02,7,2,3,0,1,0,39.43806076049805
2018-07-03,7,2,3,0,1,0,39.79853820800781
2018-07-05,7,2,3,0,1,0,40.37392425537109
2018-07-06,7,2,3,0,1,0,40.69281005859375
2018-07-09,7,2,3,0,1,0,41.94063568115234
2018-07-10,7,2,3,0,1,0,41.90596771240234
2018-07-11,7,2,3,0,1,0,40.505638122558594
2018-07-12,7,2,3,0,1,0,41.05329132080078
2018-07-13,7,2,3,0,1,0,40.81759262084961
2018-07-16,7,2,3,0,1,0,40.29766845703125
2018-07-17,7,2,3,0,1,0,41.03942489624024
2018-07-18,7,2,3,0,1,0,40.93544387817383
2018-07-19,7,2,3,0,1,0,39.944114685058594
2018-07-20,7,2,3,0,1,0,40.96317672729492
2018-07-23,7,2,3,0,1,0,40.20754623413086
2018-07-24,7,2,3,0,1,0,41.10874938964844
2018-07-25,7,2,3,0,1,0,41.87130737304688
2018-07-26,7,2,3,0,1,0,41.23353576660156
2018-07-27,7,2,3,0,1,0,41.65639877319336
2018-07-30,7,2,3,0,1,0,41.94063568115234
2018-07-31,7,2,3,0,1,0,42.41896057128906
2018-08-01,8,2,3,0,1,0,41.78118515014648
2018-08-02,8,2,3,0,1,0,40.56803131103516
2018-08-03,8,2,3,0,1,0,41.295928955078125
2018-08-06,8,2,3,0,1,0,40.66508102416992
2018-08-07,8,2,3,0,1,0,41.44843673706055
2018-08-08,8,2,3,0,1,0,41.61481475830078
2018-08-09,8,2,3,0,1,0,40.7760009765625
2018-08-10,8,2,3,0,1,0,38.82801818847656
2018-08-13,8,2,3,0,1,0,37.642574310302734
2018-08-14,8,2,3,0,1,0,38.342750549316406
2018-08-15,8,2,3,0,1,0,36.24918746948242
2018-08-16,8,2,3,0,1,0,36.17985916137695
2018-08-17,8,2,3,0,1,0,36.84537124633789
2018-08-20,8,2,3,0,1,0,37.02560806274414
2018-08-21,8,2,3,0,1,0,38.037723541259766
2018-08-22,8,2,3,0,1,0,39.299407958984375
2018-08-23,8,2,3,0,1,0,38.2664909362793
2018-08-24,8,2,3,0,1,0,39.63216018676758
2018-08-27,8,2,3,0,1,0,40.49869918823242
2018-08-28,8,2,3,0,1,0,40.505638122558594
2018-08-29,8,2,3,0,1,0,40.19369125366211
2018-08-30,8,2,3,0,1,0,37.63564682006836
2018-08-31,8,2,3,0,1,0,38.037723541259766
2018-09-04,9,2,3,0,1,0,35.34104537963867
2018-09-05,9,2,3,0,1,0,34.66168212890625
2018-09-06,9,2,3,0,1,0,35.029090881347656
2018-09-07,9,2,3,0,1,0,35.19547271728516
2018-09-10,9,2,3,0,1,0,35.0429573059082
2018-09-11,9,2,3,0,1,0,35.47969055175781
2018-09-12,9,2,3,0,1,0,35.61833953857422
2018-09-13,9,2,3,0,1,0,36.04121398925781
2018-09-14,9,2,3,0,1,0,35.5975456237793
2018-09-17,9,2,3,0,1,0,35.47276306152344
2018-09-18,9,2,3,0,1,0,35.74312973022461
2018-09-19,9,2,3,0,1,0,36.60966873168945
2018-09-20,9,2,3,0,1,0,37.51780319213867
2018-09-21,9,2,3,0,1,0,38.05852127075195
2018-09-24,9,2,3,0,1,0,37.6079216003418
2018-09-25,9,2,3,0,1,0,37.62178421020508
2018-09-26,9,2,3,0,1,0,37.808963775634766
2018-09-27,9,2,3,0,1,0,37.62178421020508
2018-09-28,9,2,3,0,1,0,37.191986083984375
2018-10-01,10,2,4,0,1,0,37.10186004638672
2018-10-02,10,2,4,0,1,0,36.37396240234375
2018-10-03,10,2,4,0,1,0,35.146934509277344
2018-10-04,10,2,4,0,1,0,34.34279251098633
2018-10-05,10,2,4,0,1,0,34.3774528503418
2018-10-08,10,2,4,0,1,0,34.39131546020508
2018-10-09,10,2,4,0,1,0,34.80032730102539
2018-10-10,10,2,4,0,1,0,33.3930549621582
2018-10-11,10,2,4,0,1,0,33.02565002441406
2018-10-12,10,2,4,0,1,0,34.8419303894043
2018-10-15,10,2,4,0,1,0,34.5784912109375
2018-10-16,10,2,4,0,1,0,36.068939208984375
2018-10-17,10,2,4,0,1,0,35.0429573059082
2018-10-18,10,2,4,0,1,0,33.87139129638672
2018-10-19,10,2,4,0,1,0,34.287330627441406
2018-10-22,10,2,4,0,1,0,34.68247604370117
2018-10-23,10,2,4,0,1,0,34.57155227661133
2018-10-24,10,2,4,0,1,0,32.672096252441406
2018-10-25,10,2,4,0,1,0,33.71887969970703
2018-10-26,10,2,4,0,1,0,33.47624969482422
2018-10-29,10,2,4,0,1,0,32.887001037597656
2018-10-30,10,2,4,0,1,0,33.56636428833008
2018-10-31,10,2,4,0,1,0,33.46238327026367
2018-11-01,11,2,4,0,1,0,35.70846176147461
2018-11-02,11,2,4,0,1,0,36.2283821105957
2018-11-05,11,2,4,0,1,0,37.08799743652344
2018-11-06,11,2,4,0,1,0,37.04640579223633
2018-11-07,11,2,4,0,1,0,38.5992431640625
2018-11-08,11,2,4,0,1,0,36.74137496948242
2018-11-09,11,2,4,0,1,0,35.96495819091797
2018-11-12,11,2,4,0,1,0,34.786468505859375
2018-11-13,11,2,4,0,1,0,35.029090881347656
2018-11-14,11,2,4,0,1,0,34.98749923706055
2018-11-15,11,2,4,0,1,0,36.53341293334961
2018-11-16,11,2,4,0,1,0,36.9146842956543
2018-11-19,11,2,4,0,1,0,36.26997756958008
2018-11-20,11,2,4,0,1,0,35.52821731567383
2018-11-21,11,2,4,0,1,0,36.00654983520508
2018-11-23,11,2,4,0,1,0,35.95109558105469
2018-11-26,11,2,4,0,1,0,37.03946685791016
2018-11-27,11,2,4,0,1,0,37.23357772827149
2018-11-28,11,2,4,0,1,0,38.38434219360352
2018-11-29,11,2,4,0,1,0,38.04466247558594
2018-11-30,11,2,4,0,1,0,36.63045883178711
2018-12-03,12,2,4,0,1,0,37.99613571166992
2018-12-04,12,2,4,0,1,0,37.018672943115234
2018-12-06,12,2,4,0,1,0,36.47795104980469
2018-12-07,12,2,4,0,1,0,35.09841537475586
2018-12-10,12,2,4,0,1,0,34.481441497802734
2018-12-11,12,2,4,0,1,0,34.95977020263672
2018-12-12,12,2,4,0,1,0,36.20065689086914
2018-12-13,12,2,4,0,1,0,36.027347564697266
2018-12-14,12,2,4,0,1,0,35.0706901550293
2018-12-17,12,2,4,0,1,0,34.69633865356445
2018-12-18,12,2,4,0,1,0,34.9917106628418
2018-12-19,12,2,4,0,1,0,34.30463790893555
2018-12-20,12,2,4,0,1,0,35.06254577636719
2018-12-21,12,2,4,0,1,0,34.4463005065918
2018-12-24,12,2,4,0,1,0,34.60213088989258
2018-12-26,12,2,4,0,1,0,35.53712844848633
2018-12-27,12,2,4,0,1,0,35.430877685546875
2018-12-28,12,2,4,0,1,0,35.81338119506836
2018-12-31,12,2,4,0,1,0,35.735469818115234
2019-01-02,1,1,1,0,1,0,35.62213134765625
2019-01-03,1,1,1,0,1,0,35.7283821105957
2019-01-04,1,1,1,0,1,0,37.676300048828125
2019-01-07,1,1,1,0,1,0,37.18755340576172
2019-01-08,1,1,1,0,1,0,37.20171737670898
2019-01-09,1,1,1,0,1,0,38.15797424316406
2019-01-10,1,1,1,0,1,0,38.930057525634766
2019-01-11,1,1,1,0,1,0,38.57588195800781
2019-01-14,1,1,1,0,1,0,38.42713928222656
2019-01-15,1,1,1,0,1,0,38.70339584350586
2019-01-16,1,1,1,0,1,0,39.4400520324707
2019-01-17,1,1,1,0,1,0,39.07172393798828
2019-01-18,1,1,1,0,1,0,38.80964279174805
2019-01-22,1,1,1,0,1,0,38.3988037109375
2019-01-23,1,1,1,0,1,0,38.717552185058594
2019-01-24,1,1,1,0,1,0,39.1638069152832
2019-01-25,1,1,1,0,1,0,39.454219818115234
2019-01-28,1,1,1,0,1,0,39.17797470092773
2019-01-29,1,1,1,0,1,0,39.56047439575195
2019-01-30,1,1,1,0,1,0,40.64422607421875
2019-01-31,1,1,1,0,1,0,40.80005645751953
2019-02-01,2,1,1,0,1,0,40.03505706787109
2019-02-04,2,1,1,0,1,0,39.4258918762207
2019-02-05,2,1,1,0,1,0,40.37505340576172
2019-02-06,2,1,1,0,1,0,39.19922256469727
2019-02-07,2,1,1,0,1,0,38.79547119140625
2019-02-08,2,1,1,0,1,0,38.41297912597656
2019-02-11,2,1,1,0,1,0,37.78963470458984
2019-02-12,2,1,1,0,1,0,38.12963485717773
2019-02-13,2,1,1,0,1,0,37.26547622680664
2019-02-14,2,1,1,0,1,0,37.286720275878906
2019-02-15,2,1,1,0,1,0,37.3079719543457
2019-02-19,2,1,1,0,1,0,38.15797424316406
2019-02-20,2,1,1,0,1,0,38.30672454833984
2019-02-21,2,1,1,0,1,0,38.10838317871094
2019-02-22,2,1,1,0,1,0,38.47672271728516
2019-02-25,2,1,1,0,1,0,39.12838745117188
2019-02-26,2,1,1,0,1,0,39.25588607788086
2019-02-27,2,1,1,0,1,0,38.60422134399414
2019-02-28,2,1,1,0,1,0,38.03046798706055
2019-03-01,3,1,1,0,1,0,37.52047729492188
2019-03-04,3,1,1,0,1,0,37.52047729492188
2019-03-05,3,1,1,0,1,0,37.89588928222656
2019-03-06,3,1,1,0,1,0,37.45672607421875
2019-03-07,3,1,1,0,1,0,36.55713272094727
2019-03-08,3,1,1,0,1,0,36.7838020324707
2019-03-11,3,1,1,0,1,0,37.13796615600586
2019-03-12,3,1,1,0,1,0,37.25130081176758
2019-03-13,3,1,1,0,1,0,36.868797302246094
2019-03-14,3,1,1,0,1,0,36.5713005065918
2019-03-15,3,1,1,0,1,0,37.32213592529297
2019-03-18,3,1,1,0,1,0,37.73296737670898
2019-03-19,3,1,1,0,1,0,37.42130279541016
2019-03-20,3,1,1,0,1,0,37.82505798339844
2019-03-21,3,1,1,0,1,0,37.8675537109375
2019-03-22,3,1,1,0,1,0,36.23838424682617
2019-03-25,3,1,1,0,1,0,36.5642204284668
2019-03-26,3,1,1,0,1,0,36.45797348022461
2019-03-27,3,1,1,0,1,0,36.30921936035156
2019-03-28,3,1,1,0,1,0,36.3162956237793
2019-03-29,3,1,1,0,1,0,37.067138671875
2019-04-01,4,1,2,0,1,0,38.540470123291016
2019-04-02,4,1,2,0,1,0,38.17213439941406
2019-04-03,4,1,2,0,1,0,38.98672103881836
2019-04-04,4,1,2,0,1,0,39.04338455200195
2019-04-05,4,1,2,0,1,0,39.319637298583984
2019-04-08,4,1,2,0,1,0,39.36214065551758
2019-04-09,4,1,2,0,1,0,39.52505493164063
2019-04-10,4,1,2,0,1,0,40.58755874633789
2019-04-11,4,1,2,0,1,0,40.15547180175781
2019-04-12,4,1,2,0,1,0,40.34672164916992
2019-04-15,4,1,2,0,1,0,40.26172637939453
2019-04-16,4,1,2,0,1,0,40.81421661376953
2019-04-17,4,1,2,0,1,0,40.91339111328125
2019-04-18,4,1,2,0,1,0,41.203800201416016
2019-04-22,4,1,2,0,1,0,40.87797164916992
2019-04-23,4,1,2,0,1,0,40.67964172363281
2019-04-24,4,1,2,0,1,0,39.46839141845703
2019-04-25,4,1,2,0,1,0,39.63838958740234
2019-04-26,4,1,2,0,1,0,40.18380355834961
2019-04-29,4,1,2,0,1,0,39.96422576904297
2019-04-30,4,1,2,0,1,0,40.10588836669922
2019-05-01,5,1,2,0,1,0,39.38338470458984
2019-05-02,5,1,2,0,1,0,39.68089294433594
2019-05-03,5,1,2,0,1,0,40.64422607421875
2019-05-06,5,1,2,0,1,0,39.971309661865234
2019-05-07,5,1,2,0,1,0,39.46839141845703
2019-05-08,5,1,2,0,1,0,39.4400520324707
2019-05-09,5,1,2,0,1,0,38.87339019775391
2019-05-10,5,1,2,0,1,0,39.86505126953125
2019-05-13,5,1,2,0,1,0,38.77421951293945
2019-05-14,5,1,2,0,1,0,38.79547119140625
2019-05-15,5,1,2,0,1,0,38.68213653564453
2019-05-16,5,1,2,0,1,0,38.49796676635742
2019-05-17,5,1,2,0,1,0,37.74714279174805
2019-05-20,5,1,2,0,1,0,37.54879379272461
2019-05-21,5,1,2,0,1,0,37.485050201416016
2019-05-22,5,1,2,0,1,0,37.20171737670898
2019-05-23,5,1,2,0,1,0,35.962135314941406
2019-05-24,5,1,2,0,1,0,36.18171691894531
2019-05-28,5,1,2,0,1,0,35.23255157470703
2019-05-29,5,1,2,0,1,0,36.48629760742188
2019-05-30,5,1,2,0,1,0,36.84046936035156
2019-05-31,5,1,2,0,1,0,37.44255447387695
2019-06-03,6,1,2,0,1,0,38.080055236816406
2019-06-04,6,1,2,0,1,0,37.477970123291016
2019-06-05,6,1,2,0,1,0,36.93963623046875
2019-06-06,6,1,2,0,1,0,36.8121337890625
2019-06-07,6,1,2,0,1,0,37.15213394165039
2019-06-10,6,1,2,0,1,0,38.02338409423828
2019-06-11,6,1,2,0,1,0,38.62546920776367
2019-06-12,6,1,2,0,1,0,37.95964050292969
2019-06-13,6,1,2,0,1,0,37.79671859741211
2019-06-14,6,1,2,0,1,0,37.5912971496582
2019-06-17,6,1,2,0,1,0,37.84189224243164
2019-06-18,6,1,2,0,1,0,39.09117889404297
2019-06-19,6,1,2,0,1,0,39.85382461547852
2019-06-20,6,1,2,0,1,0,40.0935173034668
2019-06-21,6,1,2,0,1,0,39.97003555297852
2019-06-24,6,1,2,0,1,0,39.40349960327149
2019-06-25,6,1,2,0,1,0,39.02580261230469
2019-06-26,6,1,2,0,1,0,39.585086822509766
2019-06-27,6,1,2,0,1,0,39.628665924072266
2019-06-28,6,1,2,0,1,0,39.70855712890625
2019-07-01,7,2,3,0,1,0,39.85382461547852
2019-07-02,7,2,3,0,1,0,39.73760986328125
2019-07-03,7,2,3,0,1,0,39.628665924072266
2019-07-05,7,2,3,0,1,0,39.13475799560547
2019-07-08,7,2,3,0,1,0,39.280029296875
2019-07-09,7,2,3,0,1,0,38.63359069824219
2019-07-10,7,2,3,0,1,0,39.577823638916016
2019-07-11,7,2,3,0,1,0,39.316349029541016
2019-07-12,7,2,3,0,1,0,39.468868255615234
2019-07-15,7,2,3,0,1,0,39.788455963134766
2019-07-16,7,2,3,0,1,0,39.81751251220703
2019-07-17,7,2,3,0,1,0,39.38898086547852
2019-07-18,7,2,3,0,1,0,40.31141662597656
2019-07-19,7,2,3,0,1,0,39.88288116455078
2019-07-22,7,2,3,0,1,0,39.875614166259766
2019-07-23,7,2,3,0,1,0,39.96277618408203
2019-07-24,7,2,3,0,1,0,39.904666900634766
2019-07-25,7,2,3,0,1,0,38.902339935302734
2019-07-26,7,2,3,0,1,0,38.50284194946289
2019-07-29,7,2,3,0,1,0,39.08391189575195
2019-07-30,7,2,3,0,1,0,38.56821441650391
2019-07-31,7,2,3,0,1,0,37.53682708740234
2019-08-01,8,2,3,0,1,0,36.636173248291016
2019-08-02,8,2,3,0,1,0,36.381961822509766
2019-08-05,8,2,3,0,1,0,35.25615310668945
2019-08-06,8,2,3,0,1,0,35.5684700012207
2019-08-07,8,2,3,0,1,0,35.37236022949219
2019-08-08,8,2,3,0,1,0,35.32151412963867
2019-08-09,8,2,3,0,1,0,34.48623275756836
2019-08-12,8,2,3,0,1,0,34.166648864746094
2019-08-13,8,2,3,0,1,0,34.48623275756836
2019-08-14,8,2,3,0,1,0,33.062625885009766
2019-08-15,8,2,3,0,1,0,33.6727409362793
2019-08-16,8,2,3,0,1,0,33.78895568847656
2019-08-19,8,2,3,0,1,0,33.38947296142578
2019-08-20,8,2,3,0,1,0,33.483890533447266
2019-08-21,8,2,3,0,1,0,34.36275863647461
2019-08-22,8,2,3,0,1,0,33.86885452270508
2019-08-23,8,2,3,0,1,0,33.2805290222168
2019-08-26,8,2,3,0,1,0,33.6727409362793
2019-08-27,8,2,3,0,1,0,33.30957794189453
2019-08-28,8,2,3,0,1,0,33.7308464050293
2019-08-29,8,2,3,0,1,0,33.85432815551758
2019-08-30,8,2,3,0,1,0,34.77677154541016
2019-09-03,9,2,3,0,1,0,35.01645278930664
2019-09-04,9,2,3,0,1,0,35.69921112060547
2019-09-05,9,2,3,0,1,0,36.033321380615234
2019-09-06,9,2,3,0,1,0,36.12774658203125
2019-09-09,9,2,3,0,1,0,36.171329498291016
2019-09-10,9,2,3,0,1,0,36.374698638916016
2019-09-11,9,2,3,0,1,0,36.88312911987305
2019-09-12,9,2,3,0,1,0,37.471458435058594
2019-09-13,9,2,3,0,1,0,37.95084381103516
2019-09-16,9,2,3,0,1,0,38.24863815307617
2019-09-17,9,2,3,0,1,0,37.667572021484375
2019-09-18,9,2,3,0,1,0,37.333457946777344
2019-09-19,9,2,3,0,1,0,36.7596549987793
2019-09-20,9,2,3,0,1,0,36.40375518798828
2019-09-23,9,2,3,0,1,0,36.251224517822266
2019-09-24,9,2,3,0,1,0,36.207645416259766
2019-09-25,9,2,3,0,1,0,35.51762390136719
2019-09-26,9,2,3,0,1,0,35.57572555541992
2019-09-27,9,2,3,0,1,0,34.79129409790039
2019-09-30,9,2,3,0,1,0,34.46444320678711
2019-10-01,10,2,4,0,1,0,34.304649353027344
2019-10-02,10,2,4,0,1,0,34.12307357788086
2019-10-03,10,2,4,0,1,0,34.566123962402344
2019-10-04,10,2,4,0,1,0,35.19078063964844
2019-10-07,10,2,4,0,1,0,34.958351135253906
2019-10-08,10,2,4,0,1,0,34.646026611328125
2019-10-09,10,2,4,0,1,0,34.81308364868164
2019-10-10,10,2,4,0,1,0,35.51762390136719
2019-10-11,10,2,4,0,1,0,36.59259033203125
2019-10-14,10,2,4,0,1,0,36.3529052734375
2019-10-15,10,2,4,0,1,0,36.381961822509766
2019-10-16,10,2,4,0,1,0,36.57080078125
